,transaction_date,ticker,amount,sell_date,weight,gain,holding_time,type_y,party,name,region
478,2015-02-23,BMY,"$1,001 - $15,000",2016-08-18,8000.5,-0.04258444397722858,542.0,sen,Democrat,Sheldon Whitehouse,NE
479,2016-05-18,NFLX,"$1,001 - $15,000",2016-09-06,32500.5,0.10596681036343232,111.0,sen,Democrat,Sheldon Whitehouse,NE
480,2016-07-21,GILD,"$1,001 - $15,000",2016-09-06,8000.5,-0.10729024346112162,47.0,sen,Democrat,Sheldon Whitehouse,NE
481,2016-07-21,GILD,"$1,001 - $15,000",2016-09-06,8000.5,-0.10729024346112162,47.0,sen,Democrat,Sheldon Whitehouse,NE
482,2016-07-21,GILD,"$1,001 - $15,000",2016-09-06,8000.5,-0.10729024346112162,47.0,sen,Democrat,Sheldon Whitehouse,NE
483,2016-07-21,GILD,"$1,001 - $15,000",2016-09-06,8000.5,-0.10729024346112162,47.0,sen,Democrat,Sheldon Whitehouse,NE
484,2015-08-04,WFC,"$1,001 - $15,000",2016-10-26,8000.5,-0.20183324508024786,449.0,sen,Democrat,Sheldon Whitehouse,NE
485,2015-08-28,BIIB,"$1,001 - $15,000",2016-12-13,32500.5,-0.0537060733889012,473.0,sen,Democrat,Sheldon Whitehouse,NE
486,2016-11-28,AMGN,"$1,001 - $15,000",2016-12-23,8000.5,0.017095165108777375,25.0,sen,Democrat,Sheldon Whitehouse,NE
487,2016-08-18,PSA,"$1,001 - $15,000",2016-12-23,32500.5,-0.03537092739773587,127.0,sen,Democrat,Sheldon Whitehouse,NE
488,2016-11-28,GILD,"$1,001 - $15,000",2017-09-20,8000.5,0.10866646598650352,296.0,sen,Democrat,Sheldon Whitehouse,NE
489,2016-09-28,EL,"$1,001 - $15,000",2017-02-23,8000.5,-0.050084798847060005,148.0,sen,Democrat,Sheldon Whitehouse,NE
490,2016-11-15,ABT,"$1,001 - $15,000",2017-02-23,8000.5,0.14041697964718697,100.0,sen,Democrat,Sheldon Whitehouse,NE
491,2016-05-04,GE,"$1,001 - $15,000",2017-11-27,8000.5,-0.3974060657507256,572.0,sen,Democrat,Sheldon Whitehouse,NE
493,2016-04-19,WBA,"$1,001 - $15,000",2017-05-24,8000.5,-0.01539582799629941,400.0,sen,Democrat,Sheldon Whitehouse,NE
494,2016-05-24,TWTR,"$1,001 - $15,000",2017-05-24,8000.5,0.2815395498534788,365.0,sen,Democrat,Sheldon Whitehouse,NE
495,2017-02-23,BMY,"$1,001 - $15,000",2018-12-28,32500.5,-0.08660573411170394,673.0,sen,Democrat,Sheldon Whitehouse,NE
496,2016-11-28,GILD,"$1,001 - $15,000",2017-09-20,8000.5,0.10866646598650352,296.0,sen,Democrat,Sheldon Whitehouse,NE
497,2017-02-23,MCK,"$1,001 - $15,000",2017-09-20,32500.5,0.008122383333309433,209.0,sen,Democrat,Sheldon Whitehouse,NE
498,2017-04-05,QCOM,"$1,001 - $15,000",2017-09-20,8000.5,-0.07951127291317757,168.0,sen,Democrat,Sheldon Whitehouse,NE
499,2016-04-12,TJX,"$1,001 - $15,000",2017-09-20,8000.5,-0.04760655842973337,526.0,sen,Democrat,Sheldon Whitehouse,NE
500,2017-08-24,DISH,"$1,001 - $15,000",2017-09-20,8000.5,-0.0654336051324484,27.0,sen,Democrat,Sheldon Whitehouse,NE
501,2017-01-24,TMUS,"$15,001 - $50,000",2017-11-07,8000.5,-0.08070409352101998,287.0,sen,Democrat,Sheldon Whitehouse,NE
502,2017-01-24,TMUS,"$15,001 - $50,000",2017-11-07,8000.5,-0.08070409352101998,287.0,sen,Democrat,Sheldon Whitehouse,NE
503,2016-01-14,MRK,"$1,001 - $15,000",2017-11-27,32500.5,0.05308873470165202,683.0,sen,Democrat,Sheldon Whitehouse,NE
504,2016-05-04,GE,"$1,001 - $15,000",2017-11-27,8000.5,-0.3974060657507256,572.0,sen,Democrat,Sheldon Whitehouse,NE
505,2017-08-24,NWL,"$1,001 - $15,000",2017-12-05,8000.5,-0.33997923822359816,103.0,sen,Democrat,Sheldon Whitehouse,NE
506,2017-07-28,JCI,"$1,001 - $15,000",2017-12-05,32500.5,-0.06331983754239569,130.0,sen,Democrat,Sheldon Whitehouse,NE
507,2017-05-16,REGN,"$1,001 - $15,000",2017-12-18,32500.5,-0.15692135316451347,216.0,sen,Democrat,Sheldon Whitehouse,NE
508,2017-04-05,USB,"$1,001 - $15,000",2018-01-17,8000.5,0.10384010858134968,287.0,sen,Democrat,Sheldon Whitehouse,NE
509,2016-11-28,FB,"$1,001 - $15,000",2018-12-04,8000.5,0.14550276954426392,736.0,sen,Democrat,Sheldon Whitehouse,NE
510,2016-11-28,FB,"$1,001 - $15,000",2018-12-04,8000.5,0.14550276954426392,736.0,sen,Democrat,Sheldon Whitehouse,NE
511,2016-11-28,FB,"$1,001 - $15,000",2018-12-04,8000.5,0.14550276954426392,736.0,sen,Democrat,Sheldon Whitehouse,NE
512,2017-04-05,WPC,"$1,001 - $15,000",2018-04-03,8000.5,0.003869684972559336,363.0,sen,Democrat,Sheldon Whitehouse,NE
513,2017-11-27,JPM,"$1,001 - $15,000",2018-04-03,8000.5,0.11640969560250675,127.0,sen,Democrat,Sheldon Whitehouse,NE
514,2016-05-24,CMCSA,"$1,001 - $15,000",2018-04-03,8000.5,0.07206924909784301,679.0,sen,Democrat,Sheldon Whitehouse,NE
515,2017-05-30,MGA,"$15,001 - $50,000",2018-05-07,32500.5,0.34803814122176524,342.0,sen,Democrat,Sheldon Whitehouse,NE
516,2018-06-13,ON,"$1,001 - $15,000",2018-09-28,8000.5,-0.2715414679468168,107.0,sen,Democrat,Sheldon Whitehouse,NE
517,2018-05-24,IBM,"$1,001 - $15,000",2019-07-05,8000.5,-0.01867147470517529,407.0,sen,Democrat,Sheldon Whitehouse,NE
518,2018-05-24,IBM,"$1,001 - $15,000",2019-07-05,8000.5,-0.01867147470517529,407.0,sen,Democrat,Sheldon Whitehouse,NE
519,2018-06-13,KHC,"$1,001 - $15,000",2018-11-19,8000.5,-0.13660564547281745,159.0,sen,Democrat,Sheldon Whitehouse,NE
520,2018-09-07,F,"$1,001 - $15,000",2018-12-28,8000.5,-0.15749735090480746,112.0,sen,Democrat,Sheldon Whitehouse,NE
521,2018-06-06,C,"$1,001 - $15,000",2018-12-03,8000.5,-0.04499486360515095,180.0,sen,Democrat,Sheldon Whitehouse,NE
522,2018-05-24,BUD,"$1,001 - $15,000",2018-12-03,32500.5,-0.20751961093036064,193.0,sen,Democrat,Sheldon Whitehouse,NE
523,2016-11-28,FB,"$1,001 - $15,000",2018-12-04,8000.5,0.14550276954426392,736.0,sen,Democrat,Sheldon Whitehouse,NE
524,2018-08-28,GS,"$1,001 - $15,000",2018-12-04,32500.5,-0.2395510943114941,98.0,sen,Democrat,Sheldon Whitehouse,NE
525,2018-05-24,ETN,"$1,001 - $15,000",2018-12-04,8000.5,-0.04967691821591098,194.0,sen,Democrat,Sheldon Whitehouse,NE
526,2017-07-28,COF,"$15,001 - $50,000",2018-12-19,8000.5,-0.12121928802854005,509.0,sen,Democrat,Sheldon Whitehouse,NE
527,2018-08-28,T,"$1,001 - $15,000",2018-12-28,8000.5,-0.12886438079064538,122.0,sen,Democrat,Sheldon Whitehouse,NE
528,2018-09-07,F,"$1,001 - $15,000",2018-12-28,8000.5,-0.15749735090480746,112.0,sen,Democrat,Sheldon Whitehouse,NE
529,2017-02-23,BMY,"$1,001 - $15,000",2018-12-28,32500.5,-0.08660573411170394,673.0,sen,Democrat,Sheldon Whitehouse,NE
530,2016-10-26,HAS,"$1,001 - $15,000",2019-02-12,32500.5,0.08517081053211377,839.0,sen,Democrat,Sheldon Whitehouse,NE
531,2018-06-06,BA,"$1,001 - $15,000",2019-03-15,32500.5,0.01999675079287717,282.0,sen,Democrat,Sheldon Whitehouse,NE
532,2018-05-24,IBM,"$1,001 - $15,000",2019-07-05,8000.5,-0.01867147470517529,407.0,sen,Democrat,Sheldon Whitehouse,NE
533,2018-12-28,TSLA,"$1,001 - $15,000",2019-08-27,32500.5,-0.3587923359172926,242.0,sen,Democrat,Sheldon Whitehouse,NE
534,2017-05-10,WM,"$1,001 - $15,000",2020-02-13,32500.5,0.699685450559141,1009.0,sen,Democrat,Sheldon Whitehouse,NE
535,2019-04-18,CGNX,"$15,001 - $50,000",2020-03-11,32500.5,-0.3026548402499309,328.0,sen,Democrat,Sheldon Whitehouse,NE
536,2018-12-28,ILMN,"$1,001 - $15,000",2020-03-11,8000.5,-0.1750998040297364,439.0,sen,Democrat,Sheldon Whitehouse,NE
537,2019-04-18,SIEGY,"$15,001 - $50,000",2020-03-11,32500.5,-0.2600433714343089,328.0,sen,Democrat,Sheldon Whitehouse,NE
538,2018-05-07,CB,"$1,001 - $15,000",2020-09-09,32500.5,-0.07904457058600944,856.0,sen,Democrat,Sheldon Whitehouse,NE
539,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.004368246957630606,84.0,sen,Republican,Kelly Loeffler,SE
540,2020-02-24,AMZN,"$15,001 - $50,000",2020-02-27,32500.5,-0.062206046814771036,3.0,sen,Republican,Kelly Loeffler,SE
541,2020-02-26,CME,"$100,001 - $250,000",2020-03-16,32500.5,-0.3253701597453477,19.0,sen,Republican,Kelly Loeffler,SE
542,2020-03-06,BKNG,"$15,001 - $50,000",2020-03-11,8000.5,-0.10519882228410038,5.0,sen,Republican,Kelly Loeffler,SE
543,2020-03-06,BKNG,"$15,001 - $50,000",2020-03-11,8000.5,-0.10519882228410038,5.0,sen,Republican,Kelly Loeffler,SE
544,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.004368246957630606,84.0,sen,Republican,Kelly Loeffler,SE
545,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.004368246957630606,84.0,sen,Republican,Kelly Loeffler,SE
546,2020-02-27,FIS,"$15,001 - $50,000",2020-04-07,75000.5,-0.1348743168870531,40.0,sen,Republican,Kelly Loeffler,SE
547,2020-02-26,CME,"$100,001 - $250,000",2020-03-16,32500.5,-0.3253701597453477,19.0,sen,Republican,Kelly Loeffler,SE
548,2020-03-19,MSFT,"$15,001 - $50,000",2020-04-07,375000.5,0.14560996287359626,19.0,sen,Republican,Kelly Loeffler,SE
549,2020-02-27,FIS,"$15,001 - $50,000",2020-04-07,75000.5,-0.1348743168870531,40.0,sen,Republican,Kelly Loeffler,SE
550,2020-03-20,CSCO,"$50,001 - $100,000",2020-04-07,175000.5,0.14157306549299714,18.0,sen,Republican,Kelly Loeffler,SE
551,2020-03-20,PRU,"$100,001 - $250,000",2020-04-07,75000.5,0.23189785709869065,18.0,sen,Republican,Kelly Loeffler,SE
552,2020-02-14,CTXS,"$100,001 - $250,000",2020-04-07,175000.5,0.1947882038043064,53.0,sen,Republican,Kelly Loeffler,SE
553,2020-03-19,CME,"$50,001 - $100,000",2020-04-07,175000.5,0.13909287571253393,19.0,sen,Republican,Kelly Loeffler,SE
554,2020-03-20,ADM,"$100,001 - $250,000",2020-04-07,175000.5,0.17543282668438634,18.0,sen,Republican,Kelly Loeffler,SE
555,2020-03-27,AIG,"$1,001 - $15,000",2020-04-07,32500.5,-0.08820070481428698,11.0,sen,Republican,Kelly Loeffler,SE
556,2020-03-20,AIZ,"$1,001 - $15,000",2020-04-07,375000.5,0.14321793354273876,18.0,sen,Republican,Kelly Loeffler,SE
557,2020-03-20,CAH,"$100,001 - $250,000",2020-04-07,175000.5,0.1050080554993089,18.0,sen,Republican,Kelly Loeffler,SE
558,2020-03-20,CR,"$100,001 - $250,000",2020-04-07,175000.5,0.2732717955162313,18.0,sen,Republican,Kelly Loeffler,SE
559,2020-03-20,DAL,"$50,001 - $100,000",2020-04-07,75000.5,0.04215454812410256,18.0,sen,Republican,Kelly Loeffler,SE
560,2020-03-20,CVX,"$50,001 - $100,000",2020-04-07,175000.5,0.3625189257545187,18.0,sen,Republican,Kelly Loeffler,SE
561,2020-03-20,WDC,"$100,001 - $250,000",2020-04-07,175000.5,0.3803543208849705,18.0,sen,Republican,Kelly Loeffler,SE
562,2020-02-14,ORCL,"$100,001 - $250,000",2020-04-07,175000.5,-0.08491081297131832,53.0,sen,Republican,Kelly Loeffler,SE
563,2020-03-31,TRV,"$15,001 - $50,000",2020-04-07,32500.5,0.01439356142062016,7.0,sen,Republican,Kelly Loeffler,SE
564,2020-03-20,HIG,"$100,001 - $250,000",2020-04-07,175000.5,0.18068428616792254,18.0,sen,Republican,Kelly Loeffler,SE
565,2020-03-20,EMR,"$250,001 - $500,000",2020-04-07,175000.5,0.14062147292996868,18.0,sen,Republican,Kelly Loeffler,SE
566,2020-03-10,DD,"$1,001 - $15,000",2020-04-07,175000.5,-0.02256035242519986,28.0,sen,Republican,Kelly Loeffler,SE
567,2020-03-20,K,"$100,001 - $250,000",2020-04-07,175000.5,0.12076684640604743,18.0,sen,Republican,Kelly Loeffler,SE
568,2020-01-21,DFS,"$250,001 - $500,000",2020-04-14,32500.5,-0.5754063258876534,84.0,sen,Republican,Kelly Loeffler,SE
569,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.004368246957630606,84.0,sen,Republican,Kelly Loeffler,SE
570,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.004368246957630606,84.0,sen,Republican,Kelly Loeffler,SE
571,2020-05-20,ICE,"$1,000,001 - $5,000,000",2020-07-22,15000000.5,0.02792938144018481,63.0,sen,Republican,Kelly Loeffler,SE
572,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE
573,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE
574,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE
575,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE
576,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE
577,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE
578,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE
579,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE
580,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.03466669718424479,172.0,sen,Republican,"David A Perdue , Jr",SE
581,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.03466669718424479,172.0,sen,Republican,"David A Perdue , Jr",SE
582,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.03466669718424479,172.0,sen,Republican,"David A Perdue , Jr",SE
583,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.03466669718424479,172.0,sen,Republican,"David A Perdue , Jr",SE
584,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.03466669718424479,172.0,sen,Republican,"David A Perdue , Jr",SE
585,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.03466669718424479,172.0,sen,Republican,"David A Perdue , Jr",SE
586,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.03466669718424479,172.0,sen,Republican,"David A Perdue , Jr",SE
588,2015-05-06,SYY,"$15,001 - $50,000",2019-09-30,8000.5,1.2073950189409204,1608.0,sen,Republican,"David A Perdue , Jr",SE
597,2015-04-02,KO,"$1,001 - $15,000",2016-04-11,32500.5,0.1415928780315262,375.0,sen,Republican,"David A Perdue , Jr",SE
598,2016-02-17,EPD,"$15,001 - $50,000",2017-03-23,8000.5,0.1714285289644096,400.0,sen,Republican,"David A Perdue , Jr",SE
609,2016-04-22,MPLX,"$1,001 - $15,000",2016-07-06,75000.5,-0.04474006552791579,75.0,sen,Republican,"David A Perdue , Jr",SE
619,2016-05-05,FE,"$1,001 - $15,000",2016-08-16,8000.5,-0.03252760988315141,103.0,sen,Republican,"David A Perdue , Jr",SE
622,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
623,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
624,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
626,2016-07-06,ETP,"$50,001 - $100,000",2016-12-12,8000.5,-0.0005222051739447208,159.0,sen,Republican,"David A Perdue , Jr",SE
627,2016-02-17,EPD,"$15,001 - $50,000",2017-03-23,8000.5,0.1714285289644096,400.0,sen,Republican,"David A Perdue , Jr",SE
628,2016-01-20,PG,"$15,001 - $50,000",2017-02-08,32500.5,0.16484240667499062,385.0,sen,Republican,"David A Perdue , Jr",SE
629,2016-01-20,PG,"$15,001 - $50,000",2017-02-08,32500.5,0.16484240667499062,385.0,sen,Republican,"David A Perdue , Jr",SE
630,2016-02-17,MOS,"$1,001 - $15,000",2016-10-05,75000.5,-0.0090908912716256,231.0,sen,Republican,"David A Perdue , Jr",SE
631,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
632,2015-09-02,GLW,"$1,001 - $15,000",2017-10-30,8000.5,0.8399058652150011,789.0,sen,Republican,"David A Perdue , Jr",SE
633,2015-09-02,GLW,"$1,001 - $15,000",2017-10-30,8000.5,0.8399058652150011,789.0,sen,Republican,"David A Perdue , Jr",SE
634,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
635,2016-10-05,SPY,"$50,001 - $100,000",2016-11-07,8000.5,-0.011501233270740431,33.0,sen,Republican,"David A Perdue , Jr",SE
636,2016-10-05,SPY,"$50,001 - $100,000",2016-11-07,8000.5,-0.011501233270740431,33.0,sen,Republican,"David A Perdue , Jr",SE
637,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
639,2016-06-27,BAC,"$1,001 - $15,000",2018-08-16,8000.5,1.5221673681157717,780.0,sen,Republican,"David A Perdue , Jr",SE
640,2016-06-27,BAC,"$1,001 - $15,000",2018-08-16,8000.5,1.5221673681157717,780.0,sen,Republican,"David A Perdue , Jr",SE
641,2016-06-27,BAC,"$1,001 - $15,000",2018-08-16,8000.5,1.5221673681157717,780.0,sen,Republican,"David A Perdue , Jr",SE
643,2016-06-27,BAC,"$1,001 - $15,000",2018-08-16,8000.5,1.5221673681157717,780.0,sen,Republican,"David A Perdue , Jr",SE
644,2016-06-27,BAC,"$1,001 - $15,000",2018-08-16,8000.5,1.5221673681157717,780.0,sen,Republican,"David A Perdue , Jr",SE
645,2016-06-27,BAC,"$1,001 - $15,000",2018-08-16,8000.5,1.5221673681157717,780.0,sen,Republican,"David A Perdue , Jr",SE
646,2016-06-27,BAC,"$1,001 - $15,000",2018-08-16,8000.5,1.5221673681157717,780.0,sen,Republican,"David A Perdue , Jr",SE
647,2016-07-06,ETP,"$50,001 - $100,000",2016-12-12,8000.5,-0.0005222051739447208,159.0,sen,Republican,"David A Perdue , Jr",SE
648,2016-02-17,EPD,"$15,001 - $50,000",2017-03-23,8000.5,0.1714285289644096,400.0,sen,Republican,"David A Perdue , Jr",SE
650,2016-02-17,EPD,"$15,001 - $50,000",2017-03-23,8000.5,0.1714285289644096,400.0,sen,Republican,"David A Perdue , Jr",SE
660,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
661,2016-01-20,PG,"$15,001 - $50,000",2017-02-08,32500.5,0.16484240667499062,385.0,sen,Republican,"David A Perdue , Jr",SE
663,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
664,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
665,2016-06-27,BAC,"$1,001 - $15,000",2018-08-16,8000.5,1.5221673681157717,780.0,sen,Republican,"David A Perdue , Jr",SE
666,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
667,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
668,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
669,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
670,2016-12-16,ENB,"$1,001 - $15,000",2018-01-30,8000.5,-0.1435551008529461,410.0,sen,Republican,"David A Perdue , Jr",SE
671,2016-02-17,EPD,"$15,001 - $50,000",2017-03-23,8000.5,0.1714285289644096,400.0,sen,Republican,"David A Perdue , Jr",SE
672,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
674,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
675,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
676,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
677,2016-04-27,AAPL,"$1,001 - $15,000",2018-11-01,8000.5,1.271723593477593,918.0,sen,Republican,"David A Perdue , Jr",SE
678,2016-04-27,AAPL,"$1,001 - $15,000",2018-11-01,8000.5,1.271723593477593,918.0,sen,Republican,"David A Perdue , Jr",SE
679,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
682,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
687,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
688,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
689,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
690,2016-04-27,AAPL,"$1,001 - $15,000",2018-11-01,8000.5,1.271723593477593,918.0,sen,Republican,"David A Perdue , Jr",SE
692,2016-11-18,EXR,"$15,001 - $50,000",2020-04-14,32500.5,0.3541991491296483,1243.0,sen,Republican,"David A Perdue , Jr",SE
693,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
694,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
695,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
696,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
697,2017-02-07,FEYE,"$1,001 - $15,000",2017-12-13,175000.5,0.2556255841899163,309.0,sen,Republican,"David A Perdue , Jr",SE
698,2017-02-07,FEYE,"$1,001 - $15,000",2017-12-13,175000.5,0.2556255841899163,309.0,sen,Republican,"David A Perdue , Jr",SE
699,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
700,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
701,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
702,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
703,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
704,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
705,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
706,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
707,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
708,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
709,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
710,2016-04-22,LYV,"$1,001 - $15,000",2019-04-24,32500.5,2.0358288905924877,1097.0,sen,Republican,"David A Perdue , Jr",SE
711,2016-05-05,WBA,"$1,001 - $15,000",2017-08-15,32500.5,-0.004051090532329629,467.0,sen,Republican,"David A Perdue , Jr",SE
712,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
713,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
714,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
715,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
716,2017-03-14,WMT,"$1,001 - $15,000",2017-11-14,32500.5,0.2880372563006154,245.0,sen,Republican,"David A Perdue , Jr",SE
717,2016-11-08,WLK,"$1,001 - $15,000",2017-08-14,8000.5,0.3697315241252875,279.0,sen,Republican,"David A Perdue , Jr",SE
718,2016-04-27,AAPL,"$1,001 - $15,000",2018-11-01,8000.5,1.271723593477593,918.0,sen,Republican,"David A Perdue , Jr",SE
719,2016-05-05,WBA,"$1,001 - $15,000",2017-08-15,32500.5,-0.004051090532329629,467.0,sen,Republican,"David A Perdue , Jr",SE
720,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
722,2017-08-09,SLB,"$15,001 - $50,000",2017-09-13,32500.5,0.021835400088887284,35.0,sen,Republican,"David A Perdue , Jr",SE
723,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE
