,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper
4414,2017-12-26,Joint,GOOGL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,12,26,15001,50000
4415,2017-12-26,Joint,KHC,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2017,12,26,15001,50000
4416,2017-12-21,Joint,CSCO,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2017,12,21,1001,15000
4417,2017-12-15,Joint,CHRW,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2017,12,15,1001,15000
4418,2017-12-14,Joint,AXTA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,12,14,1001,15000
4419,2017-12-14,Joint,AXTA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,12,14,15001,50000
4420,2017-12-13,Joint,COP,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2017,12,13,15001,50000
4421,2017-12-13,Joint,XOM,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2017,12,13,15001,50000
4422,2017-12-13,Joint,AVP,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2017,12,13,1001,15000
4423,2017-12-13,Joint,SPY,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,12,13,15001,50000
