,transaction_date,ticker,amount,sell_date,weight,gain,holding_time,type_y,party,name,region,sector
1112,2019-11-14,XOM,"$15,001 - $50,000",2020-04-14,8000.5,-0.3805839371507185,152.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1113,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE,Healthcare
1114,2020-03-17,CTSH,"$1,001 - $15,000",2020-04-14,32500.5,0.0792415437448328,28.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1115,2016-11-18,EXR,"$15,001 - $50,000",2020-04-14,32500.5,0.3541991491296483,1243.0,sen,Republican,"David A Perdue , Jr",SE,Real Estate
1116,2017-12-04,AMZN,"$15,001 - $50,000",2020-04-14,75000.5,1.0135986301685442,862.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1117,2019-07-25,PYPL,"$1,001 - $15,000",2020-04-14,32500.5,-0.0463429374321401,264.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1118,2019-09-30,BK,"$1,001 - $15,000",2020-04-14,8000.5,-0.1961955123093811,197.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1119,2019-09-30,ANTM,"$1,001 - $15,000",2020-04-14,32500.5,0.0496042819681791,197.0,sen,Republican,"David A Perdue , Jr",SE,Healthcare
1120,2016-03-22,MA,"$1,001 - $15,000",2020-04-14,75000.5,1.9503050884717903,1484.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1121,2018-12-24,ACA,"$1,001 - $15,000",2020-04-14,8000.5,0.6599189770681103,477.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1122,2019-01-03,AAPL,"$1,001 - $15,000",2020-04-14,75000.5,1.0187775713081972,467.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1123,2018-10-24,JNJ,"$1,001 - $15,000",2020-04-14,75000.5,0.062268112916148,538.0,sen,Republican,"David A Perdue , Jr",SE,Healthcare
1124,2019-07-15,BMY,"$15,001 - $50,000",2020-04-14,32500.5,0.3586784969764272,274.0,sen,Republican,"David A Perdue , Jr",SE,Healthcare
1125,2020-03-02,DD,"$1,001 - $15,000",2020-04-14,75000.5,-0.1450500633392493,43.0,sen,Republican,"David A Perdue , Jr",SE,Basic Materials
1126,2019-07-25,KO,"$1,001 - $15,000",2020-04-14,75000.5,-0.078198634817095,264.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1127,2020-03-18,UHAL,"$1,001 - $15,000",2020-04-14,32500.5,-0.0573417176565014,27.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1128,2019-08-07,STT,"$1,001 - $15,000",2020-04-14,32500.5,0.1544762021019345,251.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1129,2020-03-17,WFC,"$1,001 - $15,000",2020-04-14,32500.5,0.0185623071207319,28.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1130,2020-03-23,RL,"$1,001 - $15,000",2020-04-14,8000.5,0.1697247433507903,22.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1131,2017-05-24,VZ,"$1,001 - $15,000",2020-04-14,32500.5,0.2908525356979938,1056.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1132,2020-03-27,BOIVF,"$1,001 - $15,000",2020-04-14,75000.5,-0.0487804432292942,18.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1133,2017-12-26,MDLZ,"$15,001 - $50,000",2020-04-14,32500.5,0.2554122667034021,840.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1134,2020-02-26,DIS,"$15,001 - $50,000",2020-04-14,32500.5,-0.1404831529289119,48.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1135,2018-04-24,MRK,"$1,001 - $15,000",2020-04-14,32500.5,0.3785986959938212,721.0,sen,Republican,"David A Perdue , Jr",SE,Healthcare
1136,2017-10-30,COST,"$1,001 - $15,000",2020-04-14,32500.5,0.9605568434428012,897.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1137,2020-03-09,BRK-B,"$1,001 - $15,000",2020-04-14,175000.5,-0.0009838059162352,36.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1138,2020-02-28,PFE,"$15,001 - $50,000",2020-04-14,175000.5,0.0903650256685977,46.0,sen,Republican,"David A Perdue , Jr",SE,Healthcare
1139,2020-03-16,RF,"$1,001 - $15,000",2020-04-14,75000.5,0.2178097923641103,29.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1140,2020-02-26,VIAC,"$1,001 - $15,000",2020-04-14,75000.5,-0.3342880481900518,48.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1141,2020-04-03,SBUX,"$1,001 - $15,000",2020-04-14,32500.5,0.1684377329166147,11.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1142,2020-04-06,LYV,"$1,001 - $15,000",2020-04-14,32500.5,0.2158794878379022,8.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1143,2020-02-25,FEYE,"$1,001 - $15,000",2020-04-14,175000.5,-0.2446143414719946,49.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1144,2020-03-05,URBN,"$1,001 - $15,000",2020-04-14,175000.5,-0.0648757632536564,40.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1145,2020-02-10,HBI,"$1,001 - $15,000",2020-04-14,175000.5,-0.3182145404639059,64.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1146,2020-01-06,ALB,"$1,001 - $15,000",2020-04-14,75000.5,-0.1092460175124971,99.0,sen,Republican,"David A Perdue , Jr",SE,Basic Materials
1147,2020-02-27,DAL,"$1,001 - $15,000",2020-04-14,8000.5,-0.4907656855186916,47.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1148,2020-02-28,DVN,"$1,001 - $15,000",2020-04-14,32500.5,-0.4390394221015435,46.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1149,2019-12-18,FDX,"$15,001 - $50,000",2020-04-14,175000.5,-0.1483044987660288,118.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1150,2020-03-17,AXTA,"$1,001 - $15,000",2020-04-14,175000.5,0.2644628120885966,28.0,sen,Republican,"David A Perdue , Jr",SE,Basic Materials
1151,2020-03-18,GM,"$1,001 - $15,000",2020-04-14,175000.5,0.3678571777278889,27.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1152,2020-01-29,GLW,"$1,001 - $15,000",2020-04-14,175000.5,-0.2698412527546386,76.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1153,2020-04-01,MU,"$1,001 - $15,000",2020-04-14,32500.5,0.1937828944726001,13.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1154,2017-02-08,ORCL,"$15,001 - $50,000",2020-04-14,32500.5,0.3493253218972485,1161.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1155,2019-07-15,BMY,"$15,001 - $50,000",2020-04-14,32500.5,0.3586784969764272,274.0,sen,Republican,"David A Perdue , Jr",SE,Healthcare
1156,2020-03-17,WFC,"$1,001 - $15,000",2020-04-14,32500.5,0.0185623071207319,28.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1157,2016-06-27,NKE,"$15,001 - $50,000",2020-04-14,32500.5,0.6856812921480311,1387.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1158,2017-04-04,CVX,"$15,001 - $50,000",2020-04-14,8000.5,-0.2213326177177761,1106.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1159,2017-02-08,ORCL,"$15,001 - $50,000",2020-04-14,32500.5,0.3493253218972485,1161.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1160,2020-03-20,NWSA,"$1,001 - $15,000",2020-04-14,32500.5,0.0432371806935728,25.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1161,2018-05-22,PEP,"$1,001 - $15,000",2020-04-14,75000.5,0.3849694133275818,693.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1162,2020-03-23,BAC,"$1,001 - $15,000",2020-04-14,75000.5,0.3124999802196974,22.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1163,2020-03-09,BRK-B,"$1,001 - $15,000",2020-04-14,175000.5,-0.0009838059162352,36.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1164,2020-03-23,BAC,"$1,001 - $15,000",2020-04-14,75000.5,0.3124999802196974,22.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1165,2020-02-26,DIS,"$15,001 - $50,000",2020-04-14,32500.5,-0.1404831529289119,48.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1166,2019-11-12,LGF-B,"$15,001 - $50,000",2020-04-14,75000.5,-0.2841409631480495,154.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1167,2017-02-08,ORCL,"$15,001 - $50,000",2020-04-14,32500.5,0.3493253218972485,1161.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1168,2017-12-26,MDLZ,"$15,001 - $50,000",2020-04-14,32500.5,0.2554122667034021,840.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1169,2020-04-01,MU,"$1,001 - $15,000",2020-04-14,32500.5,0.1937828944726001,13.0,sen,Republican,"David A Perdue , Jr",SE,Technology
1170,2020-03-20,M,"$1,001 - $15,000",2020-04-14,32500.5,0.0299003038054694,25.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1171,2017-04-04,CVX,"$15,001 - $50,000",2020-04-14,8000.5,-0.2213326177177761,1106.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1172,2020-03-19,GOOG,"$1,001 - $15,000",2020-04-14,32500.5,0.1380268235298238,26.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1173,2020-03-17,FHB,"$1,001 - $15,000",2020-04-14,8000.5,-0.1863890287837209,28.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1174,2019-03-26,BKNG,"$15,001 - $50,000",2020-04-14,32500.5,-0.180595494328972,385.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1175,2020-02-26,DIS,"$15,001 - $50,000",2020-04-14,32500.5,-0.1404831529289119,48.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1176,2020-03-10,FOXA,"$1,001 - $15,000",2020-04-14,32500.5,-0.0893163973533261,35.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1177,2020-03-17,HUN,"$1,001 - $15,000",2020-04-14,32500.5,0.0910298915745188,28.0,sen,Republican,"David A Perdue , Jr",SE,Basic Materials
1178,2020-03-23,NWS,"$1,001 - $15,000",2020-04-14,8000.5,0.1879606472285042,22.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1179,2020-03-20,MSM,"$1,001 - $15,000",2020-04-14,32500.5,0.2472424819302035,25.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1180,2020-03-20,SYY,"$1,001 - $15,000",2020-04-14,32500.5,0.3676761163468569,25.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1181,2018-10-24,PG,"$1,001 - $15,000",2020-04-14,75000.5,0.3521126796598344,538.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1182,2020-03-10,EAF,"$1,001 - $15,000",2020-04-14,8000.5,0.0723683843156963,35.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1183,2019-12-31,BAH,"$15,001 - $50,000",2020-04-14,32500.5,0.0664980112410493,105.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1184,2017-12-26,GOOGL,"$15,001 - $50,000",2020-04-14,32500.5,0.1870619781861944,840.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1185,2016-01-20,MO,"$1,001 - $15,000",2020-04-14,8000.5,-0.2638937778168892,1546.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1186,2017-12-04,AMZN,"$15,001 - $50,000",2020-04-14,75000.5,1.0135986301685442,862.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Cyclical
1187,2020-03-26,NFLX,"$15,001 - $50,000",2020-04-14,32500.5,0.1392875807014629,19.0,sen,Republican,"David A Perdue , Jr",SE,Communication Services
1188,2016-01-20,V,"$1,001 - $15,000",2020-04-14,32500.5,1.4705715105154062,1546.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1189,2019-12-31,KMI,"$1,001 - $15,000",2020-04-15,8000.5,-0.3221539759209174,106.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1190,2017-08-09,EMR,"$15,001 - $50,000",2020-04-14,8000.5,-0.1589204946664138,979.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1191,2016-05-05,HON,"$15,001 - $50,000",2020-04-14,32500.5,0.2978914366647436,1440.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1192,2016-11-18,EXR,"$15,001 - $50,000",2020-04-14,32500.5,0.3541991491296483,1243.0,sen,Republican,"David A Perdue , Jr",SE,Real Estate
1193,2017-10-30,COST,"$1,001 - $15,000",2020-04-14,32500.5,0.9605568434428012,897.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1194,2020-03-26,DOW,"$1,001 - $15,000",2020-04-14,32500.5,0.191711542055366,19.0,sen,Republican,"David A Perdue , Jr",SE,Basic Materials
1195,2019-12-17,PAA,"$1,001 - $15,000",2020-04-15,32500.5,-0.6421866482229956,120.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1196,2019-09-18,ET,"$1,001 - $15,000",2020-04-15,32500.5,-0.5637037135936596,210.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1197,2019-03-19,MPLX,"$1,001 - $15,000",2020-04-15,32500.5,-0.6162481430819194,393.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1198,2019-12-09,TRGP,"$1,001 - $15,000",2020-04-15,8000.5,-0.7804341878227398,128.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1199,2020-03-26,WMB,"$1,001 - $15,000",2020-04-15,32500.5,0.17964908532929,20.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1200,2018-09-20,SHLX,"$1,001 - $15,000",2020-04-15,8000.5,-0.5081892336328571,573.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1201,2020-04-07,PBA,"$1,001 - $15,000",2020-04-15,8000.5,-0.0248857164970928,8.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1202,2020-04-06,ENB,"$1,001 - $15,000",2020-04-15,8000.5,-0.0094240998729033,9.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1203,2019-06-25,OKE,"$1,001 - $15,000",2020-04-15,8000.5,-0.5891786668776795,295.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1204,2020-04-06,TRP,"$1,001 - $15,000",2020-04-15,8000.5,0.0251390667171445,9.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1205,2020-03-26,LNG,"$1,001 - $15,000",2020-04-15,32500.5,0.142281061435082,20.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1206,2018-09-18,EPD,"$1,001 - $15,000",2020-04-15,75000.5,-0.4632152622188545,575.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1207,2019-12-31,KMI,"$1,001 - $15,000",2020-04-15,8000.5,-0.3221539759209174,106.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1208,2018-02-09,SUN,"$1,001 - $15,000",2020-04-15,8000.5,-0.3604963148898305,796.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1209,2020-02-21,PSXP,"$1,001 - $15,000",2020-04-15,8000.5,-0.3699421572321713,54.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1210,2020-03-20,PAGP,"$1,001 - $15,000",2020-04-15,8000.5,0.1202003830618519,26.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1211,2018-09-24,MMP,"$1,001 - $15,000",2020-04-15,32500.5,-0.4467399513328468,569.0,sen,Republican,"David A Perdue , Jr",SE,Energy
1212,2018-04-24,C,"$1,001 - $15,000",2020-04-16,8000.5,-0.4137731648199713,723.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
1213,2018-04-24,GIS,"$1,001 - $15,000",2020-04-16,8000.5,0.3678160939304528,723.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
1214,2018-10-24,CAT,"$1,001 - $15,000",2020-04-16,8000.5,0.0078334067251138,540.0,sen,Republican,"David A Perdue , Jr",SE,Industrials
1215,2015-08-13,RL,"$50,001 - $100,000",2016-08-19,175000.5,-0.0712763282896763,372.0,sen,Republican,John Hoeven,MW,Consumer Cyclical
1216,2015-08-13,JCI,"$100,001 - $250,000",2016-08-22,175000.5,0.1833465916371766,375.0,sen,Republican,John Hoeven,MW,Industrials
1217,2015-03-20,MDU,"$100,001 - $250,000",2016-11-23,175000.5,0.2642368581076913,614.0,sen,Republican,John Hoeven,MW,Basic Materials
1218,2016-04-22,VLO,"$100,001 - $250,000",2016-12-16,175000.5,0.1103853386063859,238.0,sen,Republican,John Hoeven,MW,Energy
1219,2015-03-03,CAT,"$100,001 - $250,000",2016-12-16,175000.5,0.1175761217255031,654.0,sen,Republican,John Hoeven,MW,Industrials
1220,2016-11-23,AMGN,"$50,001 - $100,000",2017-01-20,75000.5,0.0664690027634789,58.0,sen,Republican,John Hoeven,MW,Healthcare
1221,2015-02-25,ABBV,"$100,001 - $250,000",2017-01-20,175000.5,0.0087430320576164,695.0,sen,Republican,John Hoeven,MW,Healthcare
1222,2016-11-25,PFE,"$50,001 - $100,000",2017-01-20,75000.5,0.0025244457752295,56.0,sen,Republican,John Hoeven,MW,Healthcare
1223,2016-08-22,BMY,"$50,001 - $100,000",2017-01-20,75000.5,-0.1692541185181284,151.0,sen,Republican,John Hoeven,MW,Healthcare
1224,2016-01-28,MRK,"$50,001 - $100,000",2017-01-25,75000.5,0.2414634721080122,363.0,sen,Republican,John Hoeven,MW,Healthcare
1225,2017-02-15,KSS,"$50,001 - $100,000",2017-04-20,75000.5,-0.0487748010971372,64.0,sen,Republican,John Hoeven,MW,Consumer Cyclical
1226,2017-01-04,SPG,"$100,001 - $250,000",2017-04-20,175000.5,-0.0507931660718739,106.0,sen,Republican,John Hoeven,MW,Real Estate
1227,2017-04-24,IBM,"$50,001 - $100,000",2017-09-21,32500.5,-0.0963608826307749,150.0,sen,Republican,John Hoeven,MW,Technology
1228,2017-03-02,QCOM,"$100,001 - $250,000",2017-09-21,175000.5,-0.0769913115987845,203.0,sen,Republican,John Hoeven,MW,Technology
1229,2017-03-02,NGG,"$100,001 - $250,000",2017-09-21,175000.5,-0.0209683444009974,203.0,sen,Republican,John Hoeven,MW,Utilities
1230,2017-04-21,GIS,"$100,001 - $250,000",2018-05-23,75000.5,-0.2674519097373766,397.0,sen,Republican,John Hoeven,MW,Consumer Defensive
1231,2017-01-20,T,"$50,001 - $100,000",2018-05-23,75000.5,-0.2200240956337684,488.0,sen,Republican,John Hoeven,MW,Communication Services
1232,2016-06-28,IVZ,"$50,001 - $100,000",2018-12-27,32500.5,-0.3034598064235909,912.0,sen,Republican,John Hoeven,MW,Financial Services
1233,2018-06-27,T,"$50,001 - $100,000",2018-12-27,32500.5,-0.1105845195003048,183.0,sen,Republican,John Hoeven,MW,Communication Services
1234,2018-09-19,FDX,"$50,001 - $100,000",2018-12-27,32500.5,-0.337038862667383,99.0,sen,Republican,John Hoeven,MW,Industrials
1235,2015-08-13,TAP,"$100,001 - $250,000",2018-12-27,175000.5,-0.2105557281869046,1232.0,sen,Republican,John Hoeven,MW,Consumer Defensive
1236,2018-03-27,UPS,"$50,001 - $100,000",2019-07-23,175000.5,0.0303415731592265,483.0,sen,Republican,John Hoeven,MW,Industrials
1237,2018-06-07,CVS,"$50,001 - $100,000",2019-07-23,75000.5,-0.1345739255161253,411.0,sen,Republican,John Hoeven,MW,Healthcare
1238,2015-02-03,PAGP,"$50,001 - $100,000",2019-11-27,8000.5,-0.7593142618385893,1758.0,sen,Republican,Rafael E Cruz,SW,Energy
1239,2018-08-23,NFLX,"$1,001 - $15,000",2018-10-24,8000.5,-0.1100923589267264,62.0,sen,Democrat,Christopher A Coons,NE,Communication Services
1240,2018-10-24,AAPL,"$1,001 - $15,000",2018-11-05,8000.5,-0.0627644252631465,12.0,sen,Democrat,Christopher A Coons,NE,Technology
1241,2015-05-04,TBF,"$1,001 - $15,000",2016-01-29,8000.5,-0.0753451604998111,270.0,sen,Democrat,John F Reed,NE,none
1242,2015-04-23,MSFT,"$1,001 - $15,000",2019-02-28,8000.5,1.5849099765775476,1407.0,sen,Democrat,John F Reed,NE,Technology
1243,2015-07-29,FEYE,"$1,001 - $15,000",2016-11-23,8000.5,-0.7191838425667889,483.0,sen,Democrat,John F Reed,NE,Technology
1244,2016-07-25,AMG,"$1,001 - $15,000",2016-12-14,8000.5,0.072160760859894,142.0,sen,Democrat,John F Reed,NE,Financial Services
1245,2016-11-23,WETF,"$1,001 - $15,000",2016-12-14,8000.5,0.1086376061228101,21.0,sen,Democrat,John F Reed,NE,Financial Services
1246,2015-04-23,ESRX,"$1,001 - $15,000",2017-03-06,8000.5,-0.1938082225363307,683.0,sen,Democrat,John F Reed,NE,none
1247,2015-06-04,LSCC,"$1,001 - $15,000",2017-10-23,8000.5,-0.1029185948905911,872.0,sen,Democrat,John F Reed,NE,Technology
1248,2017-06-19,HACK,"$1,001 - $15,000",2018-01-11,8000.5,0.0975852070000137,206.0,sen,Democrat,John F Reed,NE,none
1249,2016-11-23,ISRG,"$1,001 - $15,000",2019-02-04,8000.5,1.4288525194435882,803.0,sen,Democrat,John F Reed,NE,Healthcare
1250,2017-10-23,XSD,"$1,001 - $15,000",2018-03-09,8000.5,0.1052785738540736,137.0,sen,Democrat,John F Reed,NE,none
1251,2017-03-06,TMO,"$1,001 - $15,000",2019-02-28,8000.5,0.6458689764382286,724.0,sen,Democrat,John F Reed,NE,Healthcare
1252,2016-11-23,VWO,"$1,001 - $15,000",2018-03-09,8000.5,0.3539278637237012,471.0,sen,Democrat,John F Reed,NE,none
1253,2017-06-19,XBI,"$1,001 - $15,000",2018-03-09,8000.5,0.3005662376675617,263.0,sen,Democrat,John F Reed,NE,none
1254,2016-12-14,INTC,"$1,001 - $15,000",2019-02-04,8000.5,0.346648488320503,782.0,sen,Democrat,John F Reed,NE,Technology
1255,2017-06-19,IYT,"$1,001 - $15,000",2018-03-09,8000.5,0.1350766117240771,263.0,sen,Democrat,John F Reed,NE,none
1256,2017-01-30,HON,"$1,001 - $15,000",2019-02-04,8000.5,0.295802656326343,735.0,sen,Democrat,John F Reed,NE,Industrials
1257,2017-03-06,FDX,"$1,001 - $15,000",2019-02-28,8000.5,-0.0667697713431676,724.0,sen,Democrat,John F Reed,NE,Industrials
1258,2016-12-14,DHR,"$1,001 - $15,000",2019-02-04,8000.5,0.3923262306263926,782.0,sen,Democrat,John F Reed,NE,Healthcare
1259,2017-06-19,ADI,"$1,001 - $15,000",2019-02-28,8000.5,0.3308447857309728,619.0,sen,Democrat,John F Reed,NE,Technology
1260,2015-02-20,AMGN,"$1,001 - $15,000",2019-02-04,8000.5,0.180895524237046,1445.0,sen,Democrat,John F Reed,NE,Healthcare
1261,2016-12-14,DHR,"$1,001 - $15,000",2019-02-04,8000.5,0.3923262306263926,782.0,sen,Democrat,John F Reed,NE,Healthcare
1262,2016-11-23,ISRG,"$1,001 - $15,000",2019-02-04,8000.5,1.4288525194435882,803.0,sen,Democrat,John F Reed,NE,Healthcare
1263,2016-12-14,INTC,"$1,001 - $15,000",2019-02-04,8000.5,0.346648488320503,782.0,sen,Democrat,John F Reed,NE,Technology
1264,2017-03-06,FDX,"$1,001 - $15,000",2019-02-28,8000.5,-0.0667697713431676,724.0,sen,Democrat,John F Reed,NE,Industrials
1265,2016-12-14,DHR,"$1,001 - $15,000",2019-02-04,8000.5,0.3923262306263926,782.0,sen,Democrat,John F Reed,NE,Healthcare
1266,2015-02-20,AMGN,"$1,001 - $15,000",2019-02-04,8000.5,0.180895524237046,1445.0,sen,Democrat,John F Reed,NE,Healthcare
1267,2017-01-30,HON,"$1,001 - $15,000",2019-02-04,8000.5,0.295802656326343,735.0,sen,Democrat,John F Reed,NE,Industrials
1268,2015-04-23,MSFT,"$1,001 - $15,000",2019-02-28,8000.5,1.5849099765775476,1407.0,sen,Democrat,John F Reed,NE,Technology
1269,2018-11-28,HOLX,"$1,001 - $15,000",2019-02-28,8000.5,0.0593125882700497,92.0,sen,Democrat,John F Reed,NE,Healthcare
1270,2017-03-06,TMO,"$1,001 - $15,000",2019-02-28,8000.5,0.6458689764382286,724.0,sen,Democrat,John F Reed,NE,Healthcare
1271,2017-03-06,FDX,"$1,001 - $15,000",2019-02-28,8000.5,-0.0667697713431676,724.0,sen,Democrat,John F Reed,NE,Industrials
1272,2017-06-19,ADI,"$1,001 - $15,000",2019-02-28,8000.5,0.3308447857309728,619.0,sen,Democrat,John F Reed,NE,Technology
1273,2017-03-16,ETN,"$1,001 - $15,000",2017-06-15,8000.5,0.038036823088847,91.0,sen,Democrat,Patty Murray,W,Industrials
1274,2017-03-16,WMB,"$1,001 - $15,000",2017-06-15,8000.5,-0.011526368612622,91.0,sen,Democrat,Patty Murray,W,Energy
1275,2017-03-16,TEL,"$1,001 - $15,000",2017-06-15,8000.5,0.0358690803527304,91.0,sen,Democrat,Patty Murray,W,Technology
1276,2017-03-16,SNY,"$1,001 - $15,000",2017-06-15,8000.5,0.071797190595697,91.0,sen,Democrat,Patty Murray,W,Healthcare
1277,2017-03-16,SABR,"$1,001 - $15,000",2017-06-15,8000.5,0.0315934308258627,91.0,sen,Democrat,Patty Murray,W,none
1278,2017-03-16,QCOM,"$1,001 - $15,000",2017-06-15,8000.5,-0.0243358732832717,91.0,sen,Democrat,Patty Murray,W,Technology
1279,2017-03-16,PSA,"$1,001 - $15,000",2017-06-15,8000.5,-0.0356397970872967,91.0,sen,Democrat,Patty Murray,W,Real Estate
1280,2017-03-16,PRU,"$1,001 - $15,000",2017-06-15,8000.5,-0.0299229876823079,91.0,sen,Democrat,Patty Murray,W,Financial Services
1281,2017-03-16,SLB,"$1,001 - $15,000",2017-06-15,8000.5,-0.1546767038142661,91.0,sen,Democrat,Patty Murray,W,Energy
1282,2017-03-16,PG,"$1,001 - $15,000",2017-06-15,8000.5,-0.0225284900807861,91.0,sen,Democrat,Patty Murray,W,Consumer Defensive
1283,2017-03-16,PFE,"$1,001 - $15,000",2017-06-15,8000.5,-0.0470520091484438,91.0,sen,Democrat,Patty Murray,W,Healthcare
1284,2017-03-16,PAYX,"$1,001 - $15,000",2017-06-15,8000.5,-0.0303369230955704,91.0,sen,Democrat,Patty Murray,W,Industrials
1285,2017-03-16,PPL,"$1,001 - $15,000",2017-06-15,8000.5,0.0734892984456407,91.0,sen,Democrat,Patty Murray,W,Utilities
1286,2017-03-16,MS,"$1,001 - $15,000",2017-06-15,8000.5,-0.0353982978529998,91.0,sen,Democrat,Patty Murray,W,Financial Services
1287,2017-03-16,TAP,"$1,001 - $15,000",2017-06-15,8000.5,-0.1078082419360688,91.0,sen,Democrat,Patty Murray,W,Consumer Defensive
1288,2017-03-16,MSFT,"$1,001 - $15,000",2017-06-15,8000.5,0.0813737961927149,91.0,sen,Democrat,Patty Murray,W,Technology
1289,2017-03-16,MET,"$1,001 - $15,000",2017-06-15,8000.5,-0.0153646685279222,91.0,sen,Democrat,Patty Murray,W,Financial Services
1290,2017-03-16,MRK,"$1,001 - $15,000",2017-06-15,8000.5,-0.0154253638962791,91.0,sen,Democrat,Patty Murray,W,Healthcare
1291,2017-03-16,SO,"$1,001 - $15,000",2017-06-15,8000.5,0.0302849272634726,91.0,sen,Democrat,Patty Murray,W,Utilities
