,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper,sell_date,weight,gain
805,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
806,2016-12-16,Joint,ENB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,12,16,1001,15000,2018-01-30,8000.5,-0.1435551008529461
807,2016-12-16,Joint,ENB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,12,16,1001,15000,2018-01-30,8000.5,-0.1435551008529461
808,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
809,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
810,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
811,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
812,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
813,2018-01-16,Joint,XOM,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,1,16,15001,50000,2018-02-13,32500.5,-0.12268596089665605
814,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
815,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
816,2016-06-27,Joint,BAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000,2018-08-16,8000.5,1.5221673681157715
817,2016-06-27,Joint,BAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000,2018-08-16,8000.5,1.5221673681157715
818,2018-01-16,Joint,XOM,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,1,16,15001,50000,2018-02-13,32500.5,-0.12268596089665605
819,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
820,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
821,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
822,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
823,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
824,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
825,2018-01-16,Joint,DISCA,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-02-26,8000.5,0.026090475814656726
826,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
827,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
828,2016-12-15,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,12,15,15001,50000,2020-02-19,8000.5,-0.2599588387364942
829,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
830,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
831,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
832,2017-08-24,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,8,24,1001,15000,2018-04-02,8000.5,0.8454999923706055
833,2016-09-06,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000,2018-06-06,8000.5,
834,2016-09-06,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000,2018-06-06,8000.5,
835,2016-09-06,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000,2018-06-06,8000.5,
836,2017-12-26,Joint,DUK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,12,26,1001,15000,2018-04-17,32500.5,-0.06100476755032275
837,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
838,2016-09-06,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000,2018-06-06,8000.5,
839,2016-09-06,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000,2018-06-06,8000.5,
840,2018-02-06,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,2,6,1001,15000,2018-05-02,8000.5,0.2944870436721612
841,2018-02-06,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,2,6,1001,15000,2018-05-02,8000.5,0.2944870436721612
842,2018-02-06,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,2,6,1001,15000,2018-05-02,8000.5,0.2944870436721612
843,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
844,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
845,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
846,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
847,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
848,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
849,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
850,2016-06-27,Joint,BAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000,2018-08-16,8000.5,1.5221673681157715
851,2016-09-06,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000,2018-06-06,8000.5,
852,2016-09-06,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000,2018-06-06,8000.5,
853,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
854,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
855,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
856,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
857,2016-09-12,Joint,SBUX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,12,1001,15000,2018-07-19,32500.5,-0.06159749567316683
858,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
859,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
860,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
861,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
862,2017-05-08,Joint,FOX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,8,1001,15000,2019-02-25,8000.5,
863,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000,2019-02-25,8000.5,
864,2017-03-23,Joint,KMI,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,3,23,1001,15000,2018-06-21,8000.5,-0.18865247485027764
865,2018-01-05,Joint,OKE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,1,5,1001,15000,2019-05-03,8000.5,0.19318583216298704
866,2017-09-27,Joint,MYL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,9,27,15001,50000,2019-07-15,8000.5,
867,2017-09-27,Joint,MYL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,9,27,15001,50000,2019-07-15,8000.5,
868,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
869,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
870,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
871,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
872,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
873,2016-04-22,Joint,LYV,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,4,22,1001,15000,2019-04-24,32500.5,2.0358288905924873
874,2016-04-22,Joint,LYV,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,4,22,1001,15000,2019-04-24,32500.5,2.0358288905924873
875,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
876,2016-04-22,Joint,LYV,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,4,22,1001,15000,2019-04-24,32500.5,2.0358288905924873
877,2016-09-12,Joint,SBUX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,12,1001,15000,2018-07-19,32500.5,-0.06159749567316683
878,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
879,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
880,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
881,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
882,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
883,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
884,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
885,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
886,2018-05-10,Joint,GLW,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,5,10,1001,15000,2019-02-19,8000.5,0.25
887,2018-05-10,Joint,GLW,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,5,10,1001,15000,2019-02-19,8000.5,0.25
888,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
889,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
890,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
891,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
892,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
893,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
894,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
895,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
896,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
897,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
898,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
899,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
900,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
901,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
902,2016-06-27,Joint,BAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000,2018-08-16,8000.5,1.5221673681157715
903,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
904,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
905,2016-12-15,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,12,15,15001,50000,2020-02-19,8000.5,-0.2599588387364942
906,2015-08-05,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,5,1001,15000,2018-08-24,8000.5,
907,2016-04-27,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,4,27,1001,15000,2018-11-01,8000.5,1.271723593477593
908,2018-01-05,Joint,OKE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,1,5,1001,15000,2019-05-03,8000.5,0.19318583216298704
909,2018-01-05,Joint,OKE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,1,5,1001,15000,2019-05-03,8000.5,0.19318583216298704
910,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
911,2018-01-16,Joint,FDC,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2018-09-13,8000.5,
912,2016-12-15,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,12,15,15001,50000,2020-02-19,8000.5,-0.2599588387364942
913,2016-12-15,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,12,15,15001,50000,2020-02-19,8000.5,-0.2599588387364942
914,2017-09-01,Joint,TRP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,9,1,1001,15000,2019-04-18,8000.5,-0.0802359515985795
915,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
916,2018-04-24,Joint,MRK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,4,24,1001,15000,2020-04-14,32500.5,0.3785986959938212
917,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
918,2018-05-10,Joint,GLW,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,5,10,1001,15000,2019-02-19,8000.5,0.25
919,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
920,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
921,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
922,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
923,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
924,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
925,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
926,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
927,2015-08-04,Joint,VLP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,4,1001,15000,2018-12-20,8000.5,-0.09261251795816174
928,2016-12-15,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,12,15,15001,50000,2020-02-19,8000.5,-0.2599588387364942
929,2017-12-26,Joint,IP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,12,26,1001,15000,2018-10-24,32500.5,-0.30961905291099573
930,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
931,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
932,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
933,2018-04-24,Joint,MRK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,4,24,1001,15000,2020-04-14,32500.5,0.3785986959938212
934,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
935,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
936,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
937,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
938,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
939,2018-07-30,Joint,CBS,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,7,30,15001,50000,2018-11-01,8000.5,
940,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
941,2016-04-27,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,4,27,1001,15000,2018-11-01,8000.5,1.271723593477593
942,2016-04-27,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,4,27,1001,15000,2018-11-01,8000.5,1.271723593477593
943,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
944,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
945,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
946,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
947,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
948,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
949,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
950,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
951,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
952,2018-08-16,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,8,16,1001,15000,2018-11-08,8000.5,0.3762102051197801
953,2018-08-16,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,8,16,1001,15000,2018-11-08,8000.5,0.3762102051197801
954,2018-08-16,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,8,16,1001,15000,2018-11-08,8000.5,0.3762102051197801
955,2018-08-16,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,8,16,1001,15000,2018-11-08,8000.5,0.3762102051197801
956,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
957,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
958,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
959,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
960,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
961,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
962,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
963,2016-03-31,Joint,KN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,31,1001,15000,2019-01-08,8000.5,-0.03186646939067304
964,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
965,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
966,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
967,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
968,2015-08-04,Joint,VLP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,4,1001,15000,2018-12-20,8000.5,-0.09261251795816174
969,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
970,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
971,2017-05-17,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,17,1001,15000,2018-11-20,32500.5,0.3506049218469654
972,2015-08-04,Joint,VLP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,4,1001,15000,2018-12-20,8000.5,-0.09261251795816174
973,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
974,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
975,2018-01-16,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,1,16,100001,250000,2019-02-19,32500.5,0.2570092833211871
976,2018-06-04,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,6,4,1001,15000,2018-11-27,32500.5,0.4286391153519949
977,2018-10-10,Joint,AXTA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,10,10,1001,15000,2018-11-26,175000.5,-0.07922275116221038
