,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper,sell_date,weight,gain
0,2021-03-16,Joint,AA,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,2021,3,16,1001,15000,2021-04-19,75000.5,0.22052839500620985
1,2021-04-19,Joint,CLF,Purchase,"$50,001 - $100,000",--,Thomas H Tuberville,2021,4,19,50001,100000,2021-07-19,75000.5,0.10753311701359428
2,2015-08-25,Spouse,AEE,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2015,8,25,1001,15000,2016-06-24,8000.5,0.3022378757709367
3,2017-06-28,Spouse,QCOM,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2017,6,28,1001,15000,2019-04-17,8000.5,0.4081196945497988
4,2017-06-28,Spouse,QCOM,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2017,6,28,1001,15000,2019-04-17,8000.5,0.4081196945497988
5,2019-07-16,Spouse,CAG,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2019,7,16,1001,15000,2021-01-11,8000.5,0.1762615206842271
6,2017-08-31,Spouse,RMD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2017,8,31,1001,15000,2020-07-09,8000.5,1.4966485933218117
7,2019-11-04,Spouse,DRI,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2019,11,4,1001,15000,2020-04-02,8000.5,-0.6006308914640035
8,2020-04-02,Spouse,QCOM,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,4,2,1001,15000,2020-07-09,8000.5,0.37092038521153625
9,2017-08-31,Spouse,RMD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2017,8,31,1001,15000,2020-07-09,8000.5,1.4966485933218117
10,2020-04-02,Spouse,ARCC,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,4,2,1001,15000,2020-07-09,8000.5,0.43005188976749914
11,2020-04-02,Spouse,GLAD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,4,2,1001,15000,2020-07-09,8000.5,0.37373746520292744
12,2020-04-14,Spouse,SWKS,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,4,14,1001,15000,2020-07-09,8000.5,0.3870832097513371
13,2020-03-24,Spouse,ABBV,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,3,24,1001,15000,2020-07-09,8000.5,0.4511780343970512
14,2020-04-02,Spouse,APO,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,4,2,1001,15000,2020-07-09,8000.5,0.6112367656515142
15,2015-05-14,Spouse,AAPL,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2015,5,14,1001,15000,2020-11-20,75000.5,2.639860383555912
16,2020-04-02,Spouse,TSN,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,4,2,1001,15000,2020-07-09,8000.5,0.026408130468701236
17,2020-04-02,Spouse,ARE,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,4,2,1001,15000,2020-08-21,8000.5,0.2992083734024613
18,2019-02-27,Spouse,WW,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2019,2,27,1001,15000,2020-11-20,8000.5,0.416623611005667
19,2015-05-14,Spouse,AAPL,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2015,5,14,1001,15000,2020-11-20,75000.5,2.639860383555912
20,2015-06-12,Spouse,DD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2015,6,12,1001,15000,2021-01-27,32500.5,0.055808757791759395
21,2015-02-20,Spouse,HBI,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2015,2,20,1001,15000,2020-11-20,8000.5,-0.5525646192819378
22,2015-06-12,Spouse,DD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2015,6,12,1001,15000,2021-01-27,32500.5,0.055808757791759395
23,2017-08-31,Spouse,PBA,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2017,8,31,1001,15000,2020-12-30,8000.5,-0.26652188255016834
24,2020-11-20,Spouse,AJRD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000,2021-01-08,8000.5,0.4062333411849299
25,2019-07-16,Spouse,CAG,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2019,7,16,1001,15000,2021-01-11,8000.5,0.1762615206842271
26,2020-11-20,Spouse,DDOG,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000,2021-01-11,8000.5,0.1701650497841778
27,2020-11-20,Spouse,EVOP,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000,2021-01-25,8000.5,-0.04392160153856464
28,2020-11-20,Spouse,VIAV,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000,2021-01-25,8000.5,0.1687363396947615
29,2015-06-12,Spouse,DD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2015,6,12,1001,15000,2021-01-27,32500.5,0.055808757791759395
30,2020-11-20,Spouse,NUAN,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000,2021-04-13,8000.5,0.2639728856536008
31,2020-11-20,Spouse,ARE,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000,2021-08-04,8000.5,0.24570489814195842
32,2020-07-09,Spouse,LMRK,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,7,9,1001,15000,2021-08-23,8000.5,
33,2016-04-19,Spouse,SJM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2016,4,19,1001,15000,2017-10-06,8000.5,-0.1952443538474696
34,2017-09-05,Self,MRK,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,5,1001,15000,2018-01-04,8000.5,-0.10326942588361682
35,2017-09-08,Spouse,SGAPY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2017-12-19,8000.5,-0.029175756193822514
36,2017-09-08,Spouse,SSDOY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2017-12-19,8000.5,0.1294642420991805
37,2017-09-05,Self,MSFT,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,5,1001,15000,2018-01-04,8000.5,0.18339899318111857
38,2017-09-05,Self,MRK,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,5,1001,15000,2018-01-04,8000.5,-0.10326942588361682
39,2017-09-05,Self,INTC,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,5,1001,15000,2018-01-04,32500.5,0.2687035900745108
40,2017-09-05,Self,XOM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,5,1001,15000,2018-01-04,8000.5,0.12490281616391712
41,2017-09-05,Self,CSCO,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,5,1001,15000,2018-01-04,8000.5,0.23308034926073956
42,2017-09-08,Spouse,FANUY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-03-28,8000.5,0.28483603153456943
43,2017-09-08,Spouse,HXL,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-01-26,8000.5,0.268192106781762
44,2017-09-08,Spouse,OXY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-02-27,8000.5,0.10806769820958101
45,2017-09-08,Spouse,CERN,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-02-27,8000.5,-0.07786586633014454
46,2017-09-08,Spouse,RHHBY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-02-28,8000.5,-0.0819307698462534
47,2017-09-08,Spouse,FANUY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-03-28,8000.5,0.28483603153456943
48,2017-09-08,Spouse,CME,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-04-24,32500.5,0.26210570585071624
49,2016-06-24,Spouse,BRK-B,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2016,6,24,1001,15000,2018-04-24,32500.5,0.40863212078153915
50,2017-09-08,Spouse,NSRGY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-04-24,8000.5,-0.10066956385905595
51,2017-09-08,Spouse,RCL,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-05-17,8000.5,-0.08599402925971941
52,2017-09-08,Spouse,BNPQY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-05-18,8000.5,-0.04174367450602944
53,2017-12-19,Spouse,ENB,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,12,19,1001,15000,2019-03-11,8000.5,-0.06026268458005716
54,2018-04-24,Spouse,QCOM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2018-11-29,8000.5,0.16359635979791728
55,2017-09-08,Spouse,INCY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2018-11-12,8000.5,-0.5144446365642102
56,2018-04-24,Spouse,QCOM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2018-11-29,8000.5,0.16359635979791728
57,2018-04-24,Spouse,GIS,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2018-12-12,8000.5,-0.1309442798840958
58,2017-09-08,Spouse,KYCCF,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.12530975270726596
59,2017-09-08,Spouse,LVS,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,-0.047053191639164924
60,2018-04-24,Spouse,MSFT,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2019-03-11,8000.5,0.21166235505932812
61,2018-04-04,Self,MDLZ,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,4,1001,15000,2019-03-11,8000.5,0.12003801458743146
62,2017-09-08,Spouse,MRAAY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.03155668178990334
63,2017-09-08,Spouse,MCO,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.2673807576701482
64,2018-10-16,Spouse,JPM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,10,16,1001,15000,2019-03-11,8000.5,-0.03931139904703512
65,2017-09-08,Spouse,NVO,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.03689806989205926
66,2017-09-08,Spouse,RDS-B,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.07266791975203223
67,2017-09-08,Spouse,AVGO,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.10220800821703073
68,2017-09-08,Spouse,PDRDY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.2603603053737331
69,2017-09-05,Self,PM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,5,1001,15000,2019-03-11,8000.5,-0.24160789281527192
70,2018-02-27,Spouse,ICE,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,2,27,1001,15000,2019-03-11,8000.5,-0.011984165188079692
71,2017-09-08,Spouse,RBGLY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,-0.14330706832393408
72,2018-01-26,Spouse,SLB,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,1,26,1001,15000,2019-03-11,8000.5,-0.4578018103321328
73,2017-09-08,Spouse,SFTBY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.2271212763795715
74,2017-09-08,Spouse,TSM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.030399983723958333
75,2017-09-08,Spouse,V,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.4427846186789466
76,2017-09-08,Spouse,LRLCY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.19352588819418676
77,2018-01-26,Spouse,INTC,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,1,26,1001,15000,2019-03-11,8000.5,0.06529545773775663
78,2017-09-08,Spouse,AHKSY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,-0.06329113720306727
79,2017-09-12,Spouse,HLT,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,12,1001,15000,2019-03-11,8000.5,0.2532163377358724
80,2017-09-08,Spouse,AMT,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.27705356677732684
81,2016-03-22,Spouse,AAPL,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2016,3,22,1001,15000,2019-03-11,8000.5,0.676349248970761
82,2017-09-08,Spouse,AZN,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.30821701168089877
83,2017-09-08,Spouse,ASML,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.13379661253356848
84,2017-09-08,Spouse,CABGY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.05688622632364738
85,2018-04-24,Spouse,CVX,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2019-03-11,8000.5,0.008813463546480502
86,2017-09-08,Spouse,CCI,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,9,8,1001,15000,2019-03-11,8000.5,0.16010896228554283
87,2017-12-19,Spouse,ENB,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,12,19,1001,15000,2019-03-11,8000.5,-0.06026268458005716
88,2018-09-25,Self,GILD,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,9,25,1001,15000,2019-03-11,8000.5,-0.14201896025155536
89,2017-12-20,Spouse,GDDY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,12,20,1001,15000,2019-03-11,8000.5,0.47361099989116
90,2017-12-20,Spouse,CSX,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2017,12,20,1001,15000,2019-03-11,8000.5,0.31654945645725313
91,2018-04-24,Spouse,NSC,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2019-06-10,8000.5,0.49225755234871393
92,2018-04-24,Spouse,XOM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2020-12-31,8000.5,-0.4738991445632505
93,2020-06-25,Spouse,WFC,Purchase,"$15,001 - $50,000",--,Shelley M Capito,2020,6,25,15001,50000,2020-12-15,32500.5,0.08622574463424935
94,2018-04-24,Spouse,SYY,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2020-12-31,8000.5,0.19909578185524748
95,2018-04-24,Spouse,XOM,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2020-12-31,8000.5,-0.4738991445632505
96,2018-04-24,Spouse,CLX,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2020-12-31,8000.5,0.7564370196330152
97,2018-04-24,Spouse,PII,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2020-12-31,8000.5,-0.13033953174067747
98,2021-03-24,Spouse,WFC,Purchase,"$15,001 - $50,000",--,Shelley M Capito,2021,3,24,15001,50000,2021-05-10,8000.5,0.22245539821207577
99,2021-03-24,Spouse,WFC,Purchase,"$15,001 - $50,000",--,Shelley M Capito,2021,3,24,15001,50000,2021-05-10,8000.5,0.22245539821207577
100,2018-04-24,Spouse,T,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2018,4,24,1001,15000,2021-05-25,8000.5,-0.15657141549246653
101,2020-03-03,Spouse,MSFT,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2020,3,3,1001,15000,2021-07-26,8000.5,0.7570360309078836
102,2017-11-28,Spouse,SLB,Purchase,"$1,001 - $15,000",--,"Angus S King, Jr.",2017,11,28,1001,15000,2020-08-18,8000.5,-0.6826135789502693
103,2017-11-28,Spouse,COP,Purchase,"$1,001 - $15,000",--,"Angus S King, Jr.",2017,11,28,1001,15000,2020-08-18,8000.5,-0.19549170213949493
104,2017-11-28,Spouse,SLB,Purchase,"$1,001 - $15,000",--,"Angus S King, Jr.",2017,11,28,1001,15000,2020-08-18,8000.5,-0.6826135789502693
105,2018-12-06,Self,WY,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2018-12-19,8000.5,-0.13238590271052503
106,2018-12-06,Self,LM09.SG,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2018-12-19,8000.5,0.01467818570296817
107,2018-12-06,Self,GS,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2018-12-19,8000.5,-0.08061272547722985
108,2018-12-06,Self,GOOG,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2018-12-19,8000.5,-0.04277972129412146
109,2018-12-06,Self,WFC,Purchase,"$15,001 - $50,000",--,"Jerry Moran,",2018,12,6,15001,50000,2020-08-21,8000.5,-0.5372871536691317
110,2018-12-06,Self,JPM,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2020-08-21,8000.5,-0.07481702218769166
111,2018-12-06,Self,XOM,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2019-09-25,8000.5,-0.08980738576784567
112,2018-12-06,Self,RDS-B,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2020-08-21,8000.5,-0.5389172248363218
113,2018-12-19,Self,GIS,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2019-09-25,8000.5,0.40518804775664624
114,2018-12-06,Self,XOM,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2019-09-25,8000.5,-0.08980738576784567
115,2018-12-19,Spouse,CVS,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2019-09-25,8000.5,-0.08747625755431342
116,2018-12-19,Self,BAC,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2019-09-25,8000.5,0.20967740408750013
117,2018-12-19,Self,COST,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2021-01-27,8000.5,0.7694752403973271
118,2018-12-19,Self,AAPL,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2020-08-21,8000.5,2.0920505492794206
119,2018-12-06,Self,MSFT,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2019-09-25,8000.5,0.276307331205851
120,2018-12-06,Self,WFC,Purchase,"$15,001 - $50,000",--,"Jerry Moran,",2018,12,6,15001,50000,2020-08-21,8000.5,-0.5372871536691317
121,2018-12-06,Self,DIS,Purchase,"$15,001 - $50,000",--,"Jerry Moran,",2018,12,6,15001,50000,2020-08-21,8000.5,0.11466806962641525
122,2018-12-06,Spouse,VZ,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2019-09-25,8000.5,0.037706586736676345
123,2018-12-19,Self,COST,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2021-01-27,8000.5,0.7694752403973271
124,2018-12-06,Self,XOM,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2019-09-25,8000.5,-0.08980738576784567
125,2018-12-06,Spouse,VZ,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2019-09-25,8000.5,0.037706586736676345
126,2018-12-06,Self,USB,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2019-09-25,8000.5,0.06495990668641213
127,2018-12-06,Self,DIS,Purchase,"$15,001 - $50,000",--,"Jerry Moran,",2018,12,6,15001,50000,2020-08-21,8000.5,0.11466806962641525
128,2018-12-06,Self,WFC,Purchase,"$15,001 - $50,000",--,"Jerry Moran,",2018,12,6,15001,50000,2020-08-21,8000.5,-0.5372871536691317
129,2018-12-19,Self,AAPL,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2020-08-21,8000.5,2.0920505492794206
130,2018-12-06,Self,WFC,Purchase,"$15,001 - $50,000",--,"Jerry Moran,",2018,12,6,15001,50000,2020-08-21,8000.5,-0.5372871536691317
131,2018-12-06,Self,DIS,Purchase,"$15,001 - $50,000",--,"Jerry Moran,",2018,12,6,15001,50000,2020-08-21,8000.5,0.11466806962641525
132,2019-09-25,Self,TXN,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000,2020-08-21,8000.5,0.09855960684070136
133,2018-12-06,Self,JPM,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2020-08-21,8000.5,-0.07481702218769166
134,2019-09-25,Spouse,KO,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000,2020-08-21,8000.5,-0.12719216582138174
135,2018-12-19,Self,AAPL,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2020-08-21,8000.5,2.0920505492794206
136,2018-12-19,Spouse,ALL,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2020-08-21,8000.5,0.16683124162502516
137,2018-12-06,Spouse,ABBV,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2020-08-21,8000.5,0.050149437478916335
138,2018-12-06,Self,RDS-B,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,6,1001,15000,2020-08-21,8000.5,-0.5389172248363218
139,2020-08-21,Spouse,BRK-B,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000,2020-08-21,8000.5,0.0
140,2018-12-19,Self,COST,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2021-01-27,8000.5,0.7694752403973271
141,2019-09-25,Self,MPC,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000,2020-08-21,8000.5,-0.41147131125759945
142,2019-09-25,Self,OXY,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000,2020-08-21,8000.5,-0.7096845507207447
143,2018-12-19,Self,AAPL,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2020-08-21,8000.5,2.0920505492794206
144,2018-12-19,Self,COST,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2018,12,19,1001,15000,2021-01-27,8000.5,0.7694752403973271
145,2020-04-21,Spouse,CRWD,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,4,21,15001,50000,2020-04-24,75000.5,0.08975329699661441
146,2020-05-08,Spouse,UBER,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,5,8,15001,50000,2020-05-11,32500.5,-0.03507171374717272
147,2020-04-06,Spouse,RDS-B,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2020,4,6,1001,15000,2020-06-04,8000.5,-0.05152618873597103
148,2020-06-05,Spouse,TRIP,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,6,5,50001,100000,2020-07-07,75000.5,-0.2742251798306523
149,2020-06-05,Spouse,CAT,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,6,5,15001,50000,2020-07-13,75000.5,-0.03367368233711536
150,2020-06-17,Spouse,INTC,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,6,17,15001,50000,2020-08-03,32500.5,-0.20152094731625114
151,2020-05-27,Spouse,VAC,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,5,27,15001,50000,2020-08-03,32500.5,-0.160770404105782
152,2020-06-05,Spouse,MAR,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,6,5,50001,100000,2020-08-03,175000.5,-0.22638016532663469
153,2020-04-06,Spouse,XOM,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,4,6,15001,50000,2020-08-21,32500.5,0.013343145157945617
154,2020-04-17,Spouse,T,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,4,17,15001,50000,2020-08-21,75000.5,-0.0493115283622074
155,2020-08-19,Spouse,KR,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,19,15001,50000,2020-08-24,75000.5,-0.004417444561560491
156,2020-08-05,Spouse,CLX,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2020,8,5,1001,15000,2020-08-24,8000.5,-0.059158368032773065
157,2020-08-24,Spouse,AMWD,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2020,8,24,1001,15000,2020-08-27,8000.5,-0.08387634831546271
158,2020-08-24,Spouse,W,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,8,24,50001,100000,2020-09-02,75000.5,-0.1118047590086446
159,2020-08-20,Child,NFLX,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #1,Ron L Wyden,2020,8,20,1001,15000,2020-09-14,8000.5,-0.04346251133989454
160,2020-08-05,Spouse,BYND,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,5,15001,50000,2020-11-10,75000.5,-0.05787926870049719
161,2021-02-26,Spouse,AMAT,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2021,2,26,1001,15000,2021-04-16,75000.5,0.13148314548717352
162,2021-02-26,Spouse,KLAC,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2021,2,26,1001,15000,2021-04-06,8000.5,0.1136458370614563
163,2020-06-04,Spouse,STZ,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,6,4,50001,100000,2021-04-06,175000.5,0.3446765424050294
164,2021-02-26,Spouse,KLAC,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2021,2,26,1001,15000,2021-04-06,8000.5,0.1136458370614563
165,2020-06-23,Spouse,AVGO,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,6,23,15001,50000,2021-04-06,175000.5,0.5543527596891109
166,2021-02-26,Spouse,AMAT,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2021,2,26,1001,15000,2021-04-16,75000.5,0.13148314548717352
167,2015-01-30,Spouse,XLU,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2015,1,30,1001,15000,2015-02-27,8000.5,-0.06394867905843292
168,2014-12-31,Joint,CVX,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,2014,12,31,15001,50000,2015-03-19,32500.5,-0.06623284261867643
169,2015-02-27,Spouse,EEM,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2015,2,27,1001,15000,2015-12-30,8000.5,-0.20741287223377108
170,2015-01-05,Joint,SHY,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,2015,1,5,15001,50000,2016-05-02,32500.5,0.004613193582031377
171,2015-04-27,Joint,PG,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,2015,4,27,15001,50000,2018-08-02,32500.5,0.017369746307481834
172,2015-04-27,Joint,PG,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,2015,4,27,15001,50000,2018-08-02,32500.5,0.017369746307481834
