,last_name,first_name,middle_name,gender,type,party,state,district,senate_class,name
11144,Reynolds,Mel,,M,rep,Democrat,IL,2.0,,Mel Reynolds
11146,Rose,Charles,Grandison,M,rep,Democrat,NC,7.0,,Charles Grandison Rose
11147,Roth,Toby,A.,M,rep,Republican,WI,8.0,,Toby A. Roth
11149,Schroeder,Patricia,Scott,F,rep,Democrat,CO,1.0,,Patricia Scott Schroeder
11150,Seastrand,Andrea,,F,rep,Republican,CA,22.0,,Andrea Seastrand
11151,Studds,Gerry,Eastman,M,rep,Democrat,MA,10.0,,Gerry Eastman Studds
11152,Tate,Randy,J.,M,rep,Republican,WA,9.0,,Randy J. Tate
11153,Thornton,Raymond,Hoyt,M,rep,Democrat,AR,2.0,,Raymond Hoyt Thornton
11154,Torkildsen,Peter,Gerard,M,rep,Republican,MA,6.0,,Peter Gerard Torkildsen
11155,Tucker,Walter,R.,M,rep,Democrat,CA,37.0,,Walter R. Tucker
11156,Volkmer,Harold,Lee,M,rep,Democrat,MO,9.0,,Harold Lee Volkmer
11157,Vucanovich,Barbara,Farrell,F,rep,Republican,NV,2.0,,Barbara Farrell Vucanovich
11158,Greene Waldholtz,Enid,,F,rep,Republican,UT,2.0,,Enid Greene Waldholtz
11159,Walker,Robert,Smith,M,rep,Republican,PA,16.0,,Robert Smith Walker
11160,Ward,Michael,Delavan,M,rep,Democrat,KY,3.0,,Michael Delavan Ward
11161,Williams,John,Patrick,M,rep,Democrat,MT,1.0,,John Patrick Williams
11162,Wilson,Charles,,M,rep,Democrat,TX,2.0,,Charles Wilson
11163,Zeliff,William,H.,M,rep,Republican,NH,1.0,,William H. Zeliff
11164,Zimmer,Richard,,M,rep,Republican,NJ,12.0,,Richard Zimmer
11165,de la Garza,Eligio,II,M,rep,Democrat,TX,15.0,,Eligio II de la Garza
11167,Baesler,Henry,Scott,M,rep,Democrat,KY,6.0,,Henry Scott Baesler
11168,Bono,Sonny,,M,rep,Republican,CA,44.0,,Sonny Bono
11169,Capps,Walter,Holden,M,rep,Democrat,CA,22.0,,Walter Holden Capps
11170,Christensen,Jon,Lynn,M,rep,Republican,NE,2.0,,Jon Lynn Christensen
11172,Dellums,Ronald,Vernie,M,rep,Democrat,CA,9.0,,Ronald Vernie Dellums
11173,Fawell,Harris,W.,M,rep,Republican,IL,13.0,,Harris W. Fawell
11174,Fazio,Victor,Herbert,M,rep,Democrat,CA,3.0,,Victor Herbert Fazio
11175,Flake,Floyd,Harold,M,rep,Democrat,NY,6.0,,Floyd Harold Flake
11176,Foglietta,Thomas,Michael,M,rep,Democrat,PA,1.0,,Thomas Michael Foglietta
11177,Fox,Jon,D.,M,rep,Republican,PA,13.0,,Jon D. Fox
11178,Furse,Elizabeth,,F,rep,Democrat,OR,1.0,,Elizabeth Furse
11179,Gingrich,Newton,Leroy,M,rep,Republican,GA,6.0,,Newton Leroy Gingrich
11180,González,Henry,Barbosa,M,rep,Democrat,TX,20.0,,Henry Barbosa González
11182,Hamilton,Lee,Herbert,M,rep,Democrat,IN,9.0,,Lee Herbert Hamilton
11183,Hefner,Willie,Gathrel,M,rep,Democrat,NC,8.0,,Willie Gathrel Hefner
11186,Johnson,Jay,W.,M,rep,Democrat,WI,8.0,,Jay W. Johnson
11187,Kennedy,Joseph,Patrick,M,rep,Democrat,MA,8.0,,Joseph Patrick Kennedy
11188,Kennelly,Barbara,Bailey,F,rep,Democrat,CT,1.0,,Barbara Bailey Kennelly
11189,Kim,Jay,,M,rep,Republican,CA,41.0,,Jay Kim
11190,Klug,Scott,L.,M,rep,Republican,WI,2.0,,Scott L. Klug
11191,Manton,Thomas,J.,M,rep,Democrat,NY,7.0,,Thomas J. Manton
11192,McDade,Joseph,Michael,M,rep,Republican,PA,10.0,,Joseph Michael McDade
11193,McHale,Paul,F.,M,rep,Democrat,PA,15.0,,Paul F. McHale
11194,Molinari,Susan,,F,rep,Republican,NY,13.0,,Susan Molinari
11195,Neumann,Mark,W.,M,rep,Republican,WI,1.0,,Mark W. Neumann
11196,Pappas,Michael,James,M,rep,Republican,NJ,12.0,,Michael James Pappas
11197,Parker,Michael,,M,rep,Republican,MS,4.0,,Michael Parker
11198,Paxon,L.,William,M,rep,Republican,NY,27.0,,L. William Paxon
11199,Poshard,Glenn,,M,rep,Democrat,IL,19.0,,Glenn Poshard
11200,Redmond,William,Thomas,M,rep,Republican,NM,3.0,,William Thomas Redmond
11201,Richardson,William,Blaine,M,rep,Democrat,NM,3.0,,William Blaine Richardson
11202,Riggs,Frank,D.,M,rep,Republican,CA,1.0,,Frank D. Riggs
11203,Romero-Barceló,Carlos,,M,rep,Democrat,PR,0.0,,Carlos Romero-Barceló
11204,Schaefer,Daniel,,M,rep,Republican,CO,6.0,,Daniel Schaefer
11205,Schiff,Steven,Harvey,M,rep,Republican,NM,1.0,,Steven Harvey Schiff
11206,Skaggs,David,Evans,M,rep,Democrat,CO,2.0,,David Evans Skaggs
11208,Smith,Linda,,F,rep,Republican,WA,3.0,,Linda Smith
11209,Smith,Robert,Freeman,M,rep,Republican,OR,2.0,,Robert Freeman Smith
11210,Snowbarger,Vincent,K.,M,rep,Republican,KS,3.0,,Vincent K. Snowbarger
11211,Solomon,Gerald,Brooks Hunt,M,rep,Republican,NY,22.0,,Gerald Brooks Hunt Solomon
11212,Stokes,Louis,,M,rep,Democrat,OH,11.0,,Louis Stokes
11213,Tejeda,Frank,Mariano,M,rep,Democrat,TX,28.0,,Frank Mariano Tejeda
11216,Torres,Esteban,Edward,M,rep,Democrat,CA,34.0,,Esteban Edward Torres
11219,White,Richard,Alan,M,rep,Republican,WA,1.0,,Richard Alan White
11220,Yates,Sidney,Richard,M,rep,Democrat,IL,9.0,,Sidney Richard Yates
11221,Archer,Bill,,M,rep,Republican,TX,7.0,,Bill Archer
11222,Barrett,Bill,,M,rep,Republican,NE,3.0,,Bill Barrett
11223,Bateman,Herbert,H.,M,rep,Republican,VA,1.0,,Herbert H. Bateman
11224,Bliley,Tom,,M,rep,Republican,VA,7.0,,Tom Bliley
11226,Brown,George,E.,M,rep,Democrat,CA,42.0,,George E. Brown
11228,Campbell,Tom,,M,rep,Republican,CA,15.0,,Tom Campbell
11229,Canady,Charles,T.,M,rep,Republican,FL,12.0,,Charles T. Canady
11230,Chenoweth-Hage,Helen,,F,rep,Republican,ID,1.0,,Helen Chenoweth-Hage
11231,Clay,William,Lacy,M,rep,Democrat,MO,1.0,,William Lacy Clay
11232,Cook,Merrill,,M,rep,Republican,UT,2.0,,Merrill Cook
11234,Danner,Pat,,F,rep,Democrat,MO,6.0,,Pat Danner
11236,Dickey,Jay,,M,rep,Republican,AR,4.0,,Jay Dickey
11237,Dixon,Julian,C.,M,rep,Democrat,CA,32.0,,Julian C. Dixon
11239,Ewing,Thomas,W.,M,rep,Republican,IL,15.0,,Thomas W. Ewing
11241,Forbes,Michael,P.,M,rep,Democrat,NY,1.0,,Michael P. Forbes
11242,Fowler,Tillie,K.,F,rep,Republican,FL,4.0,,Tillie K. Fowler
11243,Franks,Bob,,M,rep,Republican,NJ,7.0,,Bob Franks
11244,Gejdenson,Sam,,M,rep,Democrat,CT,2.0,,Sam Gejdenson
11245,Goodling,William,F.,M,rep,Republican,PA,19.0,,William F. Goodling
11247,Hill,Rick,,M,rep,Republican,MT,0.0,,Rick Hill
11249,Kasich,John,R.,M,rep,Republican,OH,12.0,,John R. Kasich
11250,Klink,Ron,,M,rep,Democrat,PA,4.0,,Ron Klink
11251,Kuykendall,Steven,T.,M,rep,Republican,CA,36.0,,Steven T. Kuykendall
11252,Lazio,Rick,A.,M,rep,Republican,NY,2.0,,Rick A. Lazio
11253,Livingston,Robert,Linligthgow,M,rep,Republican,LA,1.0,,Robert Linligthgow Livingston
11254,Martínez,Matthew,G.,M,rep,Republican,CA,31.0,,Matthew G. Martínez
11255,McCollum,Bill,,M,rep,Republican,FL,8.0,,Bill McCollum
11256,McIntosh,David,M.,M,rep,Republican,IN,2.0,,David M. McIntosh
11257,Metcalf,Jack,,M,rep,Republican,WA,2.0,,Jack Metcalf
11258,Minge,David,,M,rep,Democrat,MN,2.0,,David Minge
11261,Packard,Ron,,M,rep,Republican,CA,48.0,,Ron Packard
11262,Pease,Edward,A.,M,rep,Republican,IN,7.0,,Edward A. Pease
11263,Pickett,Owen,B.,M,rep,Democrat,VA,2.0,,Owen B. Pickett
11264,Porter,John,Edward,M,rep,Republican,IL,10.0,,John Edward Porter
11265,Rogan,James,E.,M,rep,Republican,CA,27.0,,James E. Rogan
11266,Vento,Bruce,F.,M,rep,Democrat,MN,4.0,,Bruce F. Vento
11267,Weygand,Robert,A.,M,rep,Democrat,RI,2.0,,Robert A. Weygand
11268,Wise,Robert,E.,M,rep,Democrat,WV,2.0,,Robert E. Wise
11271,Armey,Richard,K.,M,rep,Republican,TX,26.0,,Richard K. Armey
11272,Baldacci,John,,M,rep,Democrat,ME,2.0,,John Baldacci
11273,Barcia,James,A.,M,rep,Democrat,MI,5.0,,James A. Barcia
11274,Barr,Bob,,M,rep,Republican,GA,7.0,,Bob Barr
11275,Barrett,Thomas,M.,M,rep,Democrat,WI,5.0,,Thomas M. Barrett
11276,Bentsen,Ken,,M,rep,Democrat,TX,25.0,,Ken Bentsen
11277,Blagojevich,Rod,,M,rep,Democrat,IL,5.0,,Rod Blagojevich
11278,Bonior,David,E.,M,rep,Democrat,MI,10.0,,David E. Bonior
11279,Borski,Robert,A.,M,rep,Democrat,PA,3.0,,Robert A. Borski
11280,Bryant,Ed,,M,rep,Republican,TN,7.0,,Ed Bryant
11282,Callahan,H.,L.,M,rep,Republican,AL,1.0,,H. L. Callahan
11285,Clayton,Eva,,F,rep,Democrat,NC,1.0,,Eva Clayton
11286,Clement,Robert,,M,rep,Democrat,TN,5.0,,Robert Clement
11287,Condit,Gary,,M,rep,Democrat,CA,18.0,,Gary Condit
11288,Cooksey,John,,M,rep,Republican,LA,5.0,,John Cooksey
11290,Coyne,William,J.,M,rep,Democrat,PA,14.0,,William J. Coyne
11293,Ehrlich,Robert,L.,M,rep,Republican,MD,2.0,,Robert L. Ehrlich
11295,Ganske,Greg,,M,rep,Republican,IA,4.0,,Greg Ganske
11296,Gekas,George,W.,M,rep,Republican,PA,17.0,,George W. Gekas
11297,Gilman,Benjamin,,M,rep,Republican,NY,20.0,,Benjamin Gilman
11298,Grucci,Felix,,M,rep,Republican,NY,1.0,,Felix Grucci
11299,Hall,Tony,P.,M,rep,Democrat,OH,3.0,,Tony P. Hall
11300,Hansen,James,V.,M,rep,Republican,UT,1.0,,James V. Hansen
11301,Hilleary,Van,,M,rep,Republican,TN,4.0,,Van Hilleary
11302,Hilliard,Earl,F.,M,rep,Democrat,AL,7.0,,Earl F. Hilliard
11303,Horn,Stephen,,M,rep,Republican,CA,38.0,,Stephen Horn
11304,Hutchinson,Asa,,M,rep,Republican,AR,3.0,,Asa Hutchinson
11306,Kerns,Brian,,M,rep,Republican,IN,7.0,,Brian Kerns
11307,LaFalce,John,J.,M,rep,Democrat,NY,29.0,,John J. LaFalce
11308,Largent,Steve,,M,rep,Republican,OK,1.0,,Steve Largent
11309,Luther,William,,M,rep,Democrat,MN,6.0,,William Luther
11310,Maloney,James,,M,rep,Democrat,CT,5.0,,James Maloney
11311,Mascara,Frank,,M,rep,Democrat,PA,20.0,,Frank Mascara
11312,Meek,Carrie,,F,rep,Democrat,FL,17.0,,Carrie Meek
11313,Miller,Dan,,M,rep,Republican,FL,13.0,,Dan Miller
11314,Mink,Patsy,Takemoto,F,rep,Democrat,HI,2.0,,Patsy Takemoto Mink
11315,Moakley,John,Joseph,M,rep,Democrat,MA,9.0,,John Joseph Moakley
11316,Morella,Constance,,F,rep,Republican,MD,8.0,,Constance Morella
11317,Phelps,David,,M,rep,Democrat,IL,19.0,,David Phelps
11318,Riley,Bob,,M,rep,Republican,AL,3.0,,Bob Riley
11319,Rivers,Lynn,,F,rep,Democrat,MI,13.0,,Lynn Rivers
11320,Roemer,Timothy,,M,rep,Democrat,IN,3.0,,Timothy Roemer
11321,Roukema,Marge,,F,rep,Republican,NJ,5.0,,Marge Roukema
11324,Sawyer,Thomas,C.,M,rep,Democrat,OH,14.0,,Thomas C. Sawyer
11325,Scarborough,Joe,,M,rep,Republican,FL,1.0,,Joe Scarborough
11326,Schaffer,Bob,,M,rep,Republican,CO,4.0,,Bob Schaffer
11327,Shows,Ronnie,,M,rep,Democrat,MS,4.0,,Ronnie Shows
11328,Shuster,Elmer,Greinert,M,rep,Republican,PA,9.0,,Elmer Greinert Shuster
11329,Sisisky,Norman,,M,rep,Democrat,VA,4.0,,Norman Sisisky
11330,Skeen,Joseph,,M,rep,Republican,NM,2.0,,Joseph Skeen
11331,Spence,Floyd,,M,rep,Republican,SC,2.0,,Floyd Spence
11332,Stump,Robert,,M,rep,Republican,AZ,3.0,,Robert Stump
11333,Thurman,Karen,,F,rep,Democrat,FL,5.0,,Karen Thurman
11334,Traficant,James,A.,M,rep,Democrat,OH,17.0,,James A. Traficant
11335,Underwood,Robert,A.,M,rep,Democrat,GU,0.0,,Robert A. Underwood
11336,Watkins,Wes,,M,rep,Republican,OK,3.0,,Wes Watkins
11337,Watts,J.C.,,M,rep,Republican,OK,4.0,,J.C. Watts
11340,Acevedo-Vilá,Aníbal,,M,rep,Popular Democrat,PR,0.0,,Aníbal Acevedo-Vilá
11342,Ballance,Frank,W.,M,rep,Democrat,NC,1.0,,Frank W. Ballance
11343,Ballenger,Cass,,M,rep,Republican,NC,10.0,,Cass Ballenger
11344,Bell,Chris,,M,rep,Democrat,TX,25.0,,Chris Bell
11345,Bereuter,Douglas,K.,M,rep,Republican,NE,1.0,,Douglas K. Bereuter
11346,Burns,Max,,M,rep,Republican,GA,12.0,,Max Burns
11347,Carson,Brad,,M,rep,Democrat,OK,2.0,,Brad Carson
11349,Collins,Michael,Allen,M,rep,Republican,GA,8.0,,Michael Allen Collins
11350,Combest,Larry,,M,rep,Republican,TX,19.0,,Larry Combest
11352,Crane,Philip,M.,M,rep,Republican,IL,8.0,,Philip M. Crane
11353,Deutsch,Peter,,M,rep,Democrat,FL,20.0,,Peter Deutsch
11356,Dooley,Calvin,M.,M,rep,Democrat,CA,20.0,,Calvin M. Dooley
11357,Dunn,Jennifer,B.,F,rep,Republican,WA,8.0,,Jennifer B. Dunn
11358,Fletcher,Ernest,Lee,M,rep,Republican,KY,6.0,,Ernest Lee Fletcher
11359,Frost,Jonas,,M,rep,Democrat,TX,24.0,,Jonas Frost
11360,Gephardt,Richard,Andrew,M,rep,Democrat,MO,3.0,,Richard Andrew Gephardt
11361,Goss,Porter,J.,M,rep,Republican,FL,14.0,,Porter J. Goss
11362,Greenwood,James,C.,M,rep,Republican,PA,8.0,,James C. Greenwood
11364,Hoeffel,Joseph,M.,M,rep,Democrat,PA,13.0,,Joseph M. Hoeffel
11365,Houghton,Amory,,M,rep,Republican,NY,29.0,,Amory Houghton
11366,Janklow,William,J.,M,rep,Republican,SD,0.0,,William J. Janklow
11367,John,Christopher,,M,rep,Democrat,LA,7.0,,Christopher John
11368,Kleczka,Gerald,D.,M,rep,Democrat,WI,4.0,,Gerald D. Kleczka
11369,Lipinski,William,O.,M,rep,Democrat,IL,3.0,,William O. Lipinski
11370,Lucas,Kenneth,R.,M,rep,Democrat,KY,4.0,,Kenneth R. Lucas
11371,Majette,Denise,,F,rep,Democrat,GA,4.0,,Denise Majette
11372,Matsui,Robert,T.,M,rep,Democrat,CA,5.0,,Robert T. Matsui
11373,McCarthy,Karen,,F,rep,Democrat,MO,5.0,,Karen McCarthy
11374,McInnis,Scott,,M,rep,Republican,CO,3.0,,Scott McInnis
11375,Nethercutt,George,R.,M,rep,Republican,WA,5.0,,George R. Nethercutt
11376,Ose,Doug,,M,rep,Republican,CA,3.0,,Doug Ose
11377,Quinn,Jack,,M,rep,Republican,NY,27.0,,Jack Quinn
11378,Sandlin,Max,A.,M,rep,Democrat,TX,1.0,,Max A. Sandlin
11379,Schrock,Edward,L.,M,rep,Republican,VA,2.0,,Edward L. Schrock
11381,Smith,Nick,,M,rep,Republican,MI,7.0,,Nick Smith
11382,Stenholm,Charles,W.,M,rep,Democrat,TX,17.0,,Charles W. Stenholm
11385,Tauzin,William,J.,M,rep,Republican,LA,3.0,,William J. Tauzin
11386,Turner,James,,M,rep,Democrat,TX,2.0,,James Turner
11389,Beauprez,Bob,,M,rep,Republican,CO,7.0,,Bob Beauprez
11391,Bilirakis,Michael,,M,rep,Republican,FL,9.0,,Michael Bilirakis
11392,Boehlert,Sherwood,L.,M,rep,Republican,NY,24.0,,Sherwood L. Boehlert
11394,Bonilla,Henry,,M,rep,Republican,TX,23.0,,Henry Bonilla
11395,Bradley,Jeb,E.,M,rep,Republican,NH,1.0,,Jeb E. Bradley
11398,Chocola,Chris,,M,rep,Republican,IN,2.0,,Chris Chocola
11399,Cox,C.,Christopher,M,rep,Republican,CA,48.0,,C. Christopher Cox
11400,Cunningham,Randall,H.,M,rep,Republican,CA,50.0,,Randall H. Cunningham
11401,Davis,James,,M,rep,Democrat,FL,11.0,,James Davis
11402,DeLay,Thomas,Dale,M,rep,Republican,TX,22.0,,Thomas Dale DeLay
11405,Evans,Lane,A.,M,rep,Democrat,IL,17.0,,Lane A. Evans
11407,Foley,Mark,Adam,M,rep,Republican,FL,16.0,,Mark Adam Foley
11408,Ford,Harold,E.,M,rep,Democrat,TN,9.0,,Harold E. Ford
11409,Gibbons,James,A.,M,rep,Republican,NV,2.0,,James A. Gibbons
11410,Green,Mark,A.,M,rep,Republican,WI,8.0,,Mark A. Green
11412,Gutknecht,Gilbert,W.,M,rep,Republican,MN,1.0,,Gilbert W. Gutknecht
11413,Harris,Katherine,,F,rep,Republican,FL,13.0,,Katherine Harris
11414,Hart,Melissa,A.,F,rep,Republican,PA,4.0,,Melissa A. Hart
11415,Hayworth,John,D.,M,rep,Republican,AZ,5.0,,John D. Hayworth
11416,Hefley,Joel,,M,rep,Republican,CO,5.0,,Joel Hefley
11417,Hostettler,John,Nathan,M,rep,Republican,IN,8.0,,John Nathan Hostettler
11418,Hyde,Henry,John,M,rep,Republican,IL,6.0,,Henry John Hyde
11419,Istook,Ernest,J.,M,rep,Republican,OK,5.0,,Ernest J. Istook
11420,Jenkins,William,Lewis,M,rep,Republican,TN,1.0,,William Lewis Jenkins
11421,Johnson,Nancy,Lee,F,rep,Republican,CT,5.0,,Nancy Lee Johnson
11422,Kelly,Sue,W.,F,rep,Republican,NY,19.0,,Sue W. Kelly
11423,Kennedy,Mark,R.,M,rep,Republican,MN,6.0,,Mark R. Kennedy
11424,Kolbe,James,T.,M,rep,Republican,AZ,8.0,,James T. Kolbe
11425,Leach,James,A.,M,rep,Republican,IA,2.0,,James A. Leach
11428,McKinney,Cynthia,,F,rep,Democrat,GA,4.0,,Cynthia McKinney
11429,Ney,Robert,William,M,rep,Republican,OH,18.0,,Robert William Ney
11430,Northup,Anne,Meagher,F,rep,Republican,KY,3.0,,Anne Meagher Northup
11431,Nussle,James,Allen,M,rep,Republican,IA,1.0,,James Allen Nussle
11432,Osborne,Thomas,William,M,rep,Republican,NE,3.0,,Thomas William Osborne
11433,Otter,C.L.,,M,rep,Republican,ID,1.0,,C.L. Otter
11434,Owens,Major,R.,M,rep,Democrat,NY,11.0,,Major R. Owens
11435,Oxley,Michael,G.,M,rep,Republican,OH,4.0,,Michael G. Oxley
11436,Pombo,Richard,W.,M,rep,Republican,CA,11.0,,Richard W. Pombo
11437,Ryun,Jim,R.,M,rep,Republican,KS,2.0,,Jim R. Ryun
11438,Sabo,Martin,Olav,M,rep,Democrat,MN,5.0,,Martin Olav Sabo
11440,Schwarz,John,J.H.,M,rep,Republican,MI,7.0,,John J.H. Schwarz
11441,Shaw,E.,Clay,M,rep,Republican,FL,22.0,,E. Clay Shaw
11442,Sherwood,Donald,L.,M,rep,Republican,PA,10.0,,Donald L. Sherwood
11443,Simmons,Robert,Ruhl,M,rep,Republican,CT,2.0,,Robert Ruhl Simmons
11444,Sodrel,Michael,E.,M,rep,Republican,IN,9.0,,Michael E. Sodrel
11446,Strickland,Ted,,M,rep,Democrat,OH,6.0,,Ted Strickland
11447,Sweeney,John,E.,M,rep,Republican,NY,20.0,,John E. Sweeney
11448,Taylor,Charles,H.,M,rep,Republican,NC,11.0,,Charles H. Taylor
11449,Thomas,William,M.,M,rep,Republican,CA,22.0,,William M. Thomas
11451,Weldon,W.,Curtis,M,rep,Republican,PA,7.0,,W. Curtis Weldon
11452,Sekula-Gibbs,Shelley,,F,rep,Republican,TX,22.0,,Shelley Sekula-Gibbs
11453,Allen,Thomas,H.,M,rep,Democrat,ME,1.0,,Thomas H. Allen
11454,Baker,Richard,Hugh,M,rep,Republican,LA,6.0,,Richard Hugh Baker
11455,Boyda,Nancy,E.,F,rep,Democrat,KS,2.0,,Nancy E. Boyda
11457,Cannon,Christopher,B.,M,rep,Republican,UT,3.0,,Christopher B. Cannon
11458,Carson,Julia,M.,F,rep,Democrat,IN,7.0,,Julia M. Carson
11460,Cramer,Robert,E.,M,rep,Democrat,AL,5.0,,Robert E. Cramer
11461,Cubin,Barbara,L.,F,rep,Republican,WY,0.0,,Barbara L. Cubin
11462,Davis,David,,M,rep,Republican,TN,1.0,,David Davis
11463,Davis,Jo Ann,S.,F,rep,Republican,VA,1.0,,Jo Ann S. Davis
11464,Davis,Thomas,M.,M,rep,Republican,VA,11.0,,Thomas M. Davis
11465,Doolittle,John,T.,M,rep,Republican,CA,4.0,,John T. Doolittle
11466,Drake,Thelma,D.,F,rep,Republican,VA,2.0,,Thelma D. Drake
11467,Emanuel,Rahm,,M,rep,Democrat,IL,5.0,,Rahm Emanuel
11468,English,Philip,,M,rep,Republican,PA,3.0,,Philip English
11470,Everett,Terry,,M,rep,Republican,AL,2.0,,Terry Everett
11471,Feeney,Tom,C.,M,rep,Republican,FL,24.0,,Tom C. Feeney
11472,Ferguson,Michael,,M,rep,Republican,NJ,7.0,,Michael Ferguson
11473,Fortuño,Luis,G.,M,rep,Republican,PR,0.0,,Luis G. Fortuño
11474,Fossella,Vito,J.,M,rep,Republican,NY,13.0,,Vito J. Fossella
11475,Gilchrest,Wayne,T.,M,rep,Republican,MD,1.0,,Wayne T. Gilchrest
11476,Gillmor,Paul,E.,M,rep,Republican,OH,5.0,,Paul E. Gillmor
11477,Goode,Virgil,H.,M,rep,Republican,VA,5.0,,Virgil H. Goode
11478,Hastert,J.,Dennis,M,rep,Republican,IL,14.0,,J. Dennis Hastert
11479,Hayes,Robin,C.,M,rep,Republican,NC,8.0,,Robin C. Hayes
11480,Hobson,David,Lee,M,rep,Republican,OH,7.0,,David Lee Hobson
11481,Hooley,Darlene,,F,rep,Democrat,OR,5.0,,Darlene Hooley
11482,Hulshof,Kenny,C.,M,rep,Republican,MO,9.0,,Kenny C. Hulshof
11483,Hunter,Duncan,L.,M,rep,Republican,CA,52.0,,Duncan L. Hunter
11484,Jefferson,William,J.,M,rep,Democrat,LA,2.0,,William J. Jefferson
11485,Jindal,Bobby,,M,rep,Republican,LA,1.0,,Bobby Jindal
11486,Jones,Stephanie,Tubbs,F,rep,Democrat,OH,11.0,,Stephanie Tubbs Jones
11487,Keller,Ric,,M,rep,Republican,FL,8.0,,Ric Keller
11489,Knollenberg,Joseph,K.,M,rep,Republican,MI,9.0,,Joseph K. Knollenberg
11490,Kuhl,John,R.,M,rep,Republican,NY,29.0,,John R. Kuhl
11491,LaHood,Ray,H.,M,rep,Republican,IL,18.0,,Ray H. LaHood
11492,Lampson,Nicholas,V.,M,rep,Democrat,TX,22.0,,Nicholas V. Lampson
11493,Lantos,Tom,,M,rep,Democrat,CA,12.0,,Tom Lantos
11494,Lewis,Ron,,M,rep,Republican,KY,2.0,,Ron Lewis
11496,Mahoney,Tim,,M,rep,Democrat,FL,16.0,,Tim Mahoney
11497,McCrery,James,O.,M,rep,Republican,LA,4.0,,James O. McCrery
11498,McNulty,Michael,R.,M,rep,Democrat,NY,21.0,,Michael R. McNulty
11499,Meehan,Martin,T.,M,rep,Democrat,MA,5.0,,Martin T. Meehan
11500,Millender-McDonald,Juanita,,F,rep,Democrat,CA,37.0,,Juanita Millender-McDonald
11501,Musgrave,Marilyn,N.,F,rep,Republican,CO,4.0,,Marilyn N. Musgrave
11502,Norwood,Charles,W.,M,rep,Republican,GA,10.0,,Charles W. Norwood
11503,Peterson,John,E.,M,rep,Republican,PA,5.0,,John E. Peterson
11504,Pickering,Charles,W.,M,rep,Republican,MS,3.0,,Charles W. Pickering
11505,Porter,Jon,Christopher,M,rep,Republican,NV,3.0,,Jon Christopher Porter
11506,Pryce,Deborah,D.,F,rep,Republican,OH,15.0,,Deborah D. Pryce
11507,Ramstad,James,M.,M,rep,Republican,MN,3.0,,James M. Ramstad
11508,Regula,Ralph,,M,rep,Republican,OH,16.0,,Ralph Regula
11509,Renzi,Rick,,M,rep,Republican,AZ,1.0,,Rick Renzi
11510,Reynolds,Thomas,M.,M,rep,Republican,NY,26.0,,Thomas M. Reynolds
11511,Sali,Bill,,M,rep,Republican,ID,1.0,,Bill Sali
11512,Saxton,H.,James,M,rep,Republican,NJ,3.0,,H. James Saxton
11513,Shays,Christopher,H.,M,rep,Republican,CT,4.0,,Christopher H. Shays
11514,Tancredo,Thomas,G.,M,rep,Republican,CO,6.0,,Thomas G. Tancredo
11516,Walsh,James,T.,M,rep,Republican,NY,25.0,,James T. Walsh
11517,Weldon,David,J.,M,rep,Republican,FL,15.0,,David J. Weldon
11518,Weller,Gerald,C.,M,rep,Republican,IL,11.0,,Gerald C. Weller
11519,Wilson,Heather,A.,F,rep,Republican,NM,1.0,,Heather A. Wilson
11520,Wynn,Albert,Russell,M,rep,Democrat,MD,4.0,,Albert Russell Wynn
11521,Cazayoux,Donald,J.,M,rep,Democrat,LA,6.0,,Donald J. Cazayoux
11522,Abercrombie,Neil,,M,rep,Democrat,HI,1.0,,Neil Abercrombie
11523,Adler,John,H.,M,rep,Democrat,NJ,3.0,,John H. Adler
11524,Arcuri,Michael,A.,M,rep,Democrat,NY,24.0,,Michael A. Arcuri
11525,Baird,Brian,N.,M,rep,Democrat,WA,3.0,,Brian N. Baird
11526,Barrett,James,Gresham,M,rep,Republican,SC,3.0,,James Gresham Barrett
11527,Bean,Melissa,L.,F,rep,Democrat,IL,8.0,,Melissa L. Bean
11528,Berry,Robert,Marion,M,rep,Democrat,AR,1.0,,Robert Marion Berry
11530,Boccieri,John,A.,M,rep,Democrat,OH,16.0,,John A. Boccieri
11531,Boucher,Frederick,C.,M,rep,Democrat,VA,9.0,,Frederick C. Boucher
11532,Boyd,Allen,,M,rep,Democrat,FL,2.0,,Allen Boyd
11533,Bright,Bobby,,M,rep,Democrat,AL,2.0,,Bobby Bright
11534,Brown,Henry,E.,M,rep,Republican,SC,1.0,,Henry E. Brown
11535,Brown-Waite,Virginia,,F,rep,Republican,FL,5.0,,Virginia Brown-Waite
11536,Buyer,Stephen,E.,M,rep,Republican,IN,4.0,,Stephen E. Buyer
11537,Cao,Anh,,M,rep,Republican,LA,2.0,,Anh Cao
11538,Carney,Christopher,P.,M,rep,Democrat,PA,10.0,,Christopher P. Carney
11539,Castle,Michael,N.,M,rep,Republican,DE,0.0,,Michael N. Castle
11540,Childers,Travis,W.,M,rep,Democrat,MS,1.0,,Travis W. Childers
11541,Dahlkemper,Kathleen,A.,F,rep,Democrat,PA,3.0,,Kathleen A. Dahlkemper
11542,Davis,Artur,,M,rep,Democrat,AL,7.0,,Artur Davis
11543,Davis,Lincoln,,M,rep,Democrat,TN,4.0,,Lincoln Davis
11544,Deal,Nathan,,M,rep,Republican,GA,9.0,,Nathan Deal
11545,Delahunt,William,D.,M,rep,Democrat,MA,10.0,,William D. Delahunt
